"sampleID" "TMB_tumor" "TMB_paired"
"1" "TCGA-05-4244-01A-01D-1105-08" 6.37373962268095 6.53209340212644
"2" "TCGA-05-4249-01A-01D-1105-08" 9.3122838575141 10.4663703184881
"3" "TCGA-05-4250-01A-01D-1105-08" 8.15452629175508 11.3172631245386
"4" "TCGA-05-4382-01A-01D-1931-08" 60.1458914254124 62.9592896336807
"5" "TCGA-05-4384-01A-01D-1753-08" 4.55021949017852 4.83977891228079
"6" "TCGA-05-4389-01A-01D-1265-08" 7.83466128769498 8.04192745932712
"7" "TCGA-05-4390-01A-02D-1753-08" 13.7461713194978 16.5195216734316
"8" "TCGA-05-4395-01A-01D-1265-08" 8.24086345508366 9.70497625167212
"9" "TCGA-05-4396-01A-21D-1855-08" 116.615119622324 121.055547467462
"10" "TCGA-05-4397-01A-01D-1265-08" 17.4776773955536 27.7755577389432
"11" "TCGA-05-4398-01A-01D-1265-08" 21.8884023172258 26.0444280736611
"12" "TCGA-05-4402-01A-01D-1265-08" 5.05517450773488 4.74408684572043
"13" "TCGA-05-4403-01A-01D-1265-08" 5.03142449203306 4.747392464257
"14" "TCGA-05-4405-01A-21D-1855-08" 11.524758157752 12.8693132761564
"15" "TCGA-05-4410-01A-21D-1855-08" 31.6559883046401 39.9264717355821
"16" "TCGA-05-4415-01A-22D-1855-08" 4.7685900249179 7.15288503737686
"17" "TCGA-05-4417-01A-22D-1855-08" 7.30971163870361 8.67526216461527
"18" "TCGA-05-4418-01A-01D-1265-08" 8.75049216383156 9.73646311186892
"19" "TCGA-05-4420-01A-01D-1265-08" 7.8153124639667 9.9839593780517
"20" "TCGA-05-4422-01A-01D-1265-08" 1.49175154629371 1.40887646038851
"21" "TCGA-05-4424-01A-22D-1855-08" 24.839551507915 27.1014311982053
"22" "TCGA-05-4425-01A-01D-1753-08" 1.42403660660146 1.50314975141265
"23" "TCGA-05-4426-01A-01D-1265-08" 2.42175315554436 1.47767989151859
"24" "TCGA-05-4427-01A-21D-1855-08" 29.2357870261753 34.2834021895343
"25" "TCGA-05-4430-01A-02D-1265-08" 9.04609903818037 11.0824503368184
"26" "TCGA-05-4432-01A-01D-1265-08" 19.8467958847854 21.6547855720122
"27" "TCGA-05-4433-01A-22D-1855-08" 1.73934112544674 1.45619257014146
"28" "TCGA-05-4434-01A-01D-1265-08" 1.64653735546342 1.60733408509525
"29" "TCGA-05-5420-01A-01D-1625-08" 3.39513800111335 3.22538110105768
