"","Sampleid","Purity","Ploidy","Num.Variants","Median.Coverage","AUC.AR","AUC.POSTERIOR.SOMATIC","Callrate","Accuracy.Somatic","Accuracy.Germline","TMB.AR"
"251","TCGA-78-7156-01",0.78,1.98877325445107,417,138,0.849779011203618,0.877531092609724,0.776978417266187,0.910493827160494,0.959876543209877,8.52753399762475
"252","TCGA-78-7158-01",0.84,2.10063400909288,335,59,0.806995392521708,0.834396597554492,0.576119402985075,0.885714285714286,0.971428571428571,7.13413311721666
"253","TCGA-78-7159-01",0.37,2.47562960858681,387,61,0.878571428571429,0.901790328534515,0.86046511627907,0.821086261980831,0.987220447284345,10.8612354531085
"254","TCGA-78-7160-01",0.16,2.09944307339752,183,65,0.989723094490437,0.990008564087925,0.994535519125683,1,0.988505747126437,3.59918701563691
"255","TCGA-78-7161-01",0.72,3.30724261679671,236,65,0.69840864296664,0.773414117818819,0.563559322033898,0.834586466165414,0.954887218045113,4.64203082029121
"256","TCGA-78-7162-01",0.27,2.08617313056252,166,81,0.990232079905993,0.987074030552291,0.987951807228916,1,0.975609756097561,3.5297479949703
"257","TCGA-78-7163-01",0.67,2.52791516664601,169,80,0.951772934287573,0.967957059206246,0.834319526627219,0.99290780141844,0.936170212765957,3.32960326366928
"258","TCGA-78-7166-01",0.53,2.04801124768019,283,75,0.906612244897959,0.943673469387755,0.886925795053004,0.971774193548387,0.975806451612903,7.19279350593501
"259","TCGA-78-7167-01",0.77,3.66736338539691,316,82,0.815604036304188,0.79632448277806,0.550632911392405,0.948275862068966,0.827586206896552,5.70071295504352
"260","TCGA-78-7220-01",0.59,2.67350993051735,799,76,0.630145909327775,0.850866336633663,0.739674593241552,0.850987432675045,0.969479353680431,17.221859538666
"261","TCGA-78-7535-01",0.58,2.80588084004367,265,76,0.668239898699206,0.863934614941867,0.709433962264151,0.941489361702128,0.930851063829787,5.40347934666686
"262","TCGA-78-7536-01",0.75,3.08667785862174,611,71,0.645965522513569,0.776708584970568,0.5810147299509,0.805633802816901,0.980281690140845,14.118333788325
"263","TCGA-78-7537-01",0.63,2.05116498068906,213,90,0.913458913458914,0.923741923741924,0.835680751173709,0.908571428571429,0.96,3.94816191254077
"264","TCGA-78-7539-01",0.49,3.41799864612855,531,78,0.902200402224062,0.918017271974447,0.751412429378531,0.946666666666667,0.984,15.9444301945914
"265","TCGA-78-7540-01",0.55,1.96985441846828,268,68,0.979335433543354,0.98964896489649,0.947761194029851,1,0.988188976377953,9.15660525160713
"266","TCGA-78-7542-01",0.33,4.69336077077296,394,72,0.732754699818072,0.865145542753184,0.738578680203046,0.886446886446886,0.970695970695971,9.8150073643714
"267","TCGA-78-7633-01",0.7,2.19488935383763,276,74.5,0.864142416225749,0.934413580246914,0.818840579710145,0.982300884955752,0.955752212389381,7.20435368490162
"268","TCGA-78-8640-01",0.34,2.74341707873478,769,85,0.936018835792109,0.959178857951864,0.850455136540962,0.973684210526316,0.990712074303406,24.0194148930581
"270","TCGA-78-8655-01",0.58,2.16013092344985,203,74,0.860757211538462,0.935456730769231,0.832512315270936,0.968553459119497,0.962264150943396,3.37160733448732
"271","TCGA-78-8660-01",0.2,1.8459408709619,329,119,0.995226234952262,0.996056454960565,0.981762917933131,0.993808049535604,0.996904024767802,8.70833933151562
"272","TCGA-78-8662-01",0.77,2.66131988841859,972,81,0.529806659505908,0.824078830616915,0.63477366255144,0.815235008103728,0.991896272285251,20.4375624384852
"273","TCGA-80-5607-01",0.48,2.02860520991489,278,80,0.969053365513542,0.953392330383481,0.928057553956835,0.972868217054264,0.972868217054264,5.24465549937156
"274","TCGA-80-5608-01",0.41,2.99596956119344,466,81.5,0.634679484082895,0.644594464035554,0.935622317596567,0.992924528301887,0.858490566037736,15.4589748207567
"275","TCGA-80-5611-01",0.49,3.09480118690462,277,62,0.782983193277311,0.910444177671068,0.646209386281588,0.958579881656805,0.976331360946746,7.04247985434615
"276","TCGA-83-5908-01",0.29,3.01200757114139,286,73,0.944992035045799,0.957263042612505,0.881118881118881,0.976190476190476,0.968253968253968,7.46675958634152
