"","SampleId","HLAA_LOH","HLAB_LOH","HLAC_LOH","TP53_LOH"
"235","TCGA-69-7974-01",FALSE,FALSE,FALSE,TRUE
"236","TCGA-69-7978-01",FALSE,FALSE,FALSE,TRUE
"237","TCGA-69-7979-01",FALSE,FALSE,FALSE,TRUE
"238","TCGA-69-7980-01",TRUE,TRUE,TRUE,TRUE
"239","TCGA-69-8253-01",NA,NA,NA,FALSE
"240","TCGA-69-8254-01",NA,NA,NA,NA
"241","TCGA-69-8255-01",TRUE,TRUE,TRUE,TRUE
"242","TCGA-71-6725-01",TRUE,TRUE,TRUE,TRUE
"243","TCGA-73-4658-01",NA,NA,NA,NA
"244","TCGA-73-4659-01",FALSE,FALSE,FALSE,FALSE
"245","TCGA-73-4662-01",FALSE,FALSE,FALSE,FALSE
"246","TCGA-73-4666-01",TRUE,TRUE,TRUE,FALSE
"247","TCGA-73-4668-01",FALSE,FALSE,FALSE,TRUE
"248","TCGA-73-4670-01",FALSE,FALSE,FALSE,TRUE
"249","TCGA-73-4675-01",TRUE,TRUE,TRUE,FALSE
"250","TCGA-73-4676-01",TRUE,TRUE,TRUE,TRUE
"251","TCGA-73-4677-01",FALSE,FALSE,FALSE,FALSE
"252","TCGA-73-7498-01",FALSE,FALSE,FALSE,NA
"253","TCGA-73-7499-01",TRUE,TRUE,TRUE,TRUE
"254","TCGA-73-A9RS-01",FALSE,FALSE,FALSE,TRUE
"255","TCGA-75-5122-01",NA,NA,NA,TRUE
"256","TCGA-75-5125-01",FALSE,FALSE,FALSE,TRUE
"257","TCGA-75-5126-01",TRUE,TRUE,TRUE,NA
"258","TCGA-75-5146-01",NA,NA,NA,NA
"259","TCGA-75-5147-01",FALSE,FALSE,FALSE,TRUE
"260","TCGA-75-6203-01",NA,NA,NA,NA
"261","TCGA-75-6205-01",TRUE,TRUE,TRUE,TRUE
"262","TCGA-75-6207-01",NA,NA,NA,TRUE
"263","TCGA-75-6211-01",NA,NA,NA,TRUE
"264","TCGA-75-6212-01",FALSE,FALSE,FALSE,NA
"265","TCGA-75-6214-01",FALSE,FALSE,FALSE,TRUE
"266","TCGA-75-7025-01",FALSE,FALSE,FALSE,FALSE
"267","TCGA-75-7027-01",FALSE,FALSE,FALSE,FALSE
"268","TCGA-75-7031-01",FALSE,FALSE,FALSE,TRUE
