id	filename	md5	size	state
fef64209-b0df-4993-a527-b4c9d33ec040	39ea3bb7a3b54821acf87bf0cc746c19_gdc_realn.bam	00932df810b1df16a47456b909d0ac23	25067053061	released
fb9a0ac7-2d1f-4a8a-990f-cc714f46d24a	C239.TCGA-13-0760-10A-01W.2_gdc_realn.bam	a3a008194d7a5cd4be004a367c6d4494	21402620051	released
397887d3-3402-4eb9-b4e8-f4c05cb409de	fb5f583f2296299b66c1ebe87aabf4d6_gdc_realn.bam	d6a2c1511a5ed87b93db7ef1e0f67770	18931259856	released
bb06713a-0069-4d50-a5ff-45c56305e6bb	C239.TCGA-04-1371-01A-01D.4_gdc_realn.bam	2cdd1d4b5f505f910bc7138edbbc9118	19587978566	released
039411de-98b0-4e08-a03c-aa75ba981a49	080342dd5fcf9ab05e4b72ee8fe05868_gdc_realn.bam	d069231b4429b959875c20faa5290979	30847993188	released
57d20235-a22d-4dfe-9b66-a08cb89d6409	7961116cd08fa5e89d2e7a71a051570e_gdc_realn.bam	7fc097b41b6066e1a632e81eb8087c6d	26527543532	released
a941a13f-db9d-415c-ac4d-369682338133	C239.TCGA-23-2081-10A-01W-0722-08.2_gdc_realn.bam	5c74c4c24b83f51083cd3b067152bc27	21865085327	released
dc2d5d24-5b27-4689-823a-e8d2c174d30d	C239.TCGA-30-1862-10A-01W-0699-08.6_gdc_realn.bam	3e900fb700101469cdef9988e9832903	38998331376	released
6b0ccae2-2bf6-4326-adb3-6559eb5d7f41	C239.TCGA-04-1362-01A-01W.3_gdc_realn.bam	4ba0a5667a8134d950b53be8faee0aeb	22142243632	released
96c5f95b-6056-4c99-8d98-823ef21698eb	707fe7e5b4ff24bfb194a48ec8721418_gdc_realn.bam	48b65b9406f65e9120bd0bc5e2651cec	22365848013	released
d5fee498-bc60-41c7-8421-b536f9fb96e5	C239.TCGA-04-1362-10A-01W.3_gdc_realn.bam	591bce22d3e63afa198c29c63a185fb4	19508504262	released
920a5816-a83e-4a92-ac2a-b35030426ee5	504bc8e34937fa7550a65061d14a9a7e_gdc_realn.bam	3f83da1e863636f42480466b108b8402	25413724169	released
ca1892d5-ce17-422f-8883-f83ff6925492	4472a64f4022a553a162e8f5adc8da26_gdc_realn.bam	abe30567af2e9796e3de726d5b453d5e	18237695012	released
9b98027c-84a8-4e05-b434-a3bd4e4e7fc7	532999c785bf5e621721ef11f5021c57_gdc_realn.bam	adab509bc9ccf29801f1fa5249b3d81f	21185363679	released
65188600-0933-4b7b-9cdd-eac182199770	C239.TCGA-04-1343-10A-01W.2_gdc_realn.bam	ed849aa1d7e8587954f32047c6274b5a	22154286574	released
35c1d683-2f55-4717-b7e4-ba88b2ec9d79	C239.TCGA-09-2045-01A-01W-0799-08.2_gdc_realn.bam	b44308f061912a3084093c8dc4a96c46	18005566252	released
458f783b-3cae-401f-9dd3-6a01138045ba	b6c7cba7b9637db06758e747cbf8a195_gdc_realn.bam	5df83de3cfac32cfa4997b2c20d20059	21788902327	released
c274af2a-a462-490e-8abb-22f12d73859b	C239.TCGA-25-2400-10A-01W-0799-08.2_gdc_realn.bam	f95ed9664c65e74e4cfed38bcaceee06	19828712501	released
896ea69a-32e7-4aa1-b055-0e933212f1bb	C239.TCGA-61-1743-11A-01W-0700-08.5_gdc_realn.bam	a4152fd67290ca8c803a2f7f9a2d4bfa	31538833724	released
e28cb929-5d44-4161-bb65-993175a5246e	C239.TCGA-30-1853-10A-01W-0699-08.3_gdc_realn.bam	448bee07ce9694bc7c6bc4845eb42aca	42911783934	released
bc0efc97-0338-4390-995f-baae61e05e0b	4805e059400f2b244010de3e0b8a81cd_gdc_realn.bam	69aba4932959ac79165491b5562f4807	21411959982	released
9c46e82e-3f4f-4d35-98f8-e3c40da40edd	7c7ef95fbac93ec90a602b36fbf6b1e1_gdc_realn.bam	bad5d616da0610f664cfbbc9aa4f5aff	19013201149	released
23e354ed-07b2-47ec-ab55-1de1b8c492c7	C239.TCGA-24-2271-01A-01W-0799-08.2_gdc_realn.bam	4a8c6f42484112be6321614fc2c5c428	18243665048	released
578dc240-ecdf-43d0-b02c-4dcc39caede5	C239.TCGA-24-2288-10A-01W-0799-08.2_gdc_realn.bam	978c4d392b973cfa90959232e842fc90	18051043037	released
ab284ec6-7a50-45cb-8af2-b84636e5f330	2367a3262b142b542049b20b42df26dd_gdc_realn.bam	603314f53e7f686014784a9210b8d1c4	22945391506	released
00e04621-6515-4dc9-b4ba-93bd81a90ce8	1e8af12c399b1aba41220eda1696ad40_gdc_realn.bam	09482a691cee314891761852686c80c4	31703396463	released
b8832f4f-82a0-4d7d-a8b9-4b964dc437ea	C239.TCGA-61-2008-01A-02W-0722-08.2_gdc_realn.bam	4476ec9478490dbf7702bd2cc0e1d2d4	19247307498	released
663c4af6-1edc-4fee-b9af-c7dea7bcbc9f	C239.TCGA-04-1348-01A-01W.3_gdc_realn.bam	9e5e2cfde6e48ecb1acea2cda880e7ac	19927498588	released
23c63d19-6cc8-44ef-b1da-bf8ab6c04855	C239.TCGA-13-0751-01A-01D.5_gdc_realn.bam	ed2761b5cde6fe834db3e53ae98d8635	18276347618	released
fc2d449c-e94e-4506-9567-6c67b386295e	c95ea8ef150b7b9c2d17067add98f4b0_gdc_realn.bam	bd22d2f8c9389538c037606c1015be10	50064210345	released
180a877a-b641-405d-b611-afc1e468aac1	C239.TCGA-25-1319-01A-01D.5_gdc_realn.bam	e2dbb1e1eaa04c4d4bc3a044b644de7c	15295213172	released
2c98026a-8cbc-42d4-969c-c72f14acbb68	d794268cd5b0089c064063f882f92ecb_gdc_realn.bam	45d8c5c23672f0373968209b580bb059	15232076582	released
bb10e7ba-478e-4c49-ac3c-a4dfc2b629a8	C239.TCGA-61-2092-11A-01W-0722-08.2_gdc_realn.bam	fd5494801fc12a775ac32f06c526b04d	22883459880	released
a75755d9-b374-411d-9d86-7912d5aef879	C239.TCGA-13-1403-01A-01W.3_gdc_realn.bam	a3fba914b0845e49371bb8a309dab8a1	17407759407	released
8ef3571e-67f5-42ce-9949-fc09993b9f60	C239.TCGA-24-2281-01A-01W-0799-08.2_gdc_realn.bam	6778b59de497a3e9fe5f1580f973e86e	19317721280	released
3bc2acf3-1402-4534-a4ef-f7d874f4e164	87c4a47b798cf4177d5daba595564479_gdc_realn.bam	010739a068c5c0c401af3079052c9b83	25801769455	released
edfe94ae-2798-4ff3-b18c-1350f397f017	a381521f85f647762da5f33632324d64_gdc_realn.bam	52461061c7e70cd0c95575a952ed045a	27898905627	released
9f8f185e-f452-4752-8c34-9feb71fe8844	698d18a0217b31ce25bea87df243b977_gdc_realn.bam	e36828e4ff66f67b815e26ddcc5ea72e	21736305001	released
0257eb69-5320-49f5-bfb4-e9d6ef0320d1	32430db83486e24003775fbcbb965faa_gdc_realn.bam	211ec44750aedf9699da45903c76957d	25472773330	released
4537e53a-eb10-4003-9d13-7c389f9b69e3	523d454a1438cd37aa647731a63dbf7e_gdc_realn.bam	c3e649c9e8cd915a1e5ede4e3264dd04	29302957678	released
e8721d17-d791-4d42-ba05-baa4ca68740f	a0470d031a6993a169e97680372ebdb8_gdc_realn.bam	a5ec28f84e4b4cbe6a373e7ceb5b7302	25376967017	released
b8678f7f-0e86-49ff-8951-8ba953240023	C239.TCGA-61-2111-01A-01W-0722-08.4_gdc_realn.bam	03b1b0ec6c976c4c7d34816e2116a5fe	21464181174	released
081fc898-f0e8-414e-a64a-46883f97aec4	C239.TCGA-20-0996-01A-03W.3_gdc_realn.bam	11da7bda3ecea23ad1309f0f292a56d0	19947770317	released
e5c4373f-f583-49c6-9d09-94fd0c4b2af0	86df7ac83fff793eab1ae16dce8ed25f_gdc_realn.bam	8ef0ff5f21c75f7602b9676063e953d2	20942219460	released
a193375e-9946-4f49-b33b-282122a5d6cf	a9262c4f8d22e7842267588c86156573_gdc_realn.bam	d8d5b6a23ce210ac9f30b07a59328c26	23800883428	released
b2fa197b-55f2-4d67-b18f-816525db036d	a5c97e46b1451fba5992b0766e6faa33_gdc_realn.bam	8101a20355fcfb41a1386b5599bb8fda	18784480482	released
cd441cef-83d3-471d-918a-cd052ad617f6	C239.TCGA-24-2033-01A-01W-0722-08.2_gdc_realn.bam	d194cb80768a43b84c7076d975cc9014	21079574999	released
774c03a9-614f-4496-95b8-fdf22a8be49f	2c49e70aa75834fcf88e4549dd279fc9_gdc_realn.bam	1a8e4a86419fbf27a656eed37c5c8e69	23508556810	released
d1bd9885-98a4-4813-88b8-652316a611c6	C239.TCGA-61-2111-11A-01W-0723-08.4_gdc_realn.bam	6d67f205ff9ba77058dc821d7224518a	22550565061	released
079572c4-59d2-409f-b0b4-a4c2913e6ab2	eb658aa6a62684b98ad2100f33184642_gdc_realn.bam	4525d9a8e87be2398c0702a43f7616c9	24744655278	released
f4b549d0-62a0-4b70-a1dd-f9d5c65bd2c3	d90827a75f793b4d65ac40e3c8dd1bc9_gdc_realn.bam	dc30e0e6433702a609a3b6e41b614d9a	29835134545	released
94abcb3b-2ce8-4443-9a66-7f647a6e7361	C239.TCGA-13-0886-10A-01D.3_gdc_realn.bam	7fa91580977cc16cb000bfc5637898da	21942083973	released
1c17d4b4-e87e-4620-80dd-6a1a1eea199b	C239.TCGA-24-2267-01A-01W-0799-08.2_gdc_realn.bam	6bf38f3ec21046c87f25a64e135efc0e	17490841803	released
b1ec2f29-c326-4027-bf04-dcb8e102c424	C239.TCGA-59-2352-10A-01W-0800-08.4_gdc_realn.bam	9804b98483eb33809c5eb891c0db6944	19588984457	released
129d0211-9d23-4471-b133-7b6aa22271ce	C239.TCGA-25-2397-01A-01D-0704-01.2_gdc_realn.bam	140df76a88530af2791db1a112b12619	18778136325	released
8d7b0631-9c15-48e6-a51c-e2953876a8a9	aed28f0948ee87e22b18feb1623c375b_gdc_realn.bam	e202eaf2dfa8ba8aaf3bd2f5c94ccc6f	24855648328	released
d8a97612-cdb6-40d7-a54c-9e6bd76bffc1	f9e80f9535461a2c43a40fdf33862e54_gdc_realn.bam	785631f364afd63f3f88dfdaad343729	17774620809	released
9e03d2e2-d0b1-4c80-89aa-bd8fa64409c5	7ec8d58cd1ebf3413998144f5bfb0d56_gdc_realn.bam	a575ddfecac749f45a965e8a847ef5dc	27435019458	released
e5c51b53-3623-4999-a91e-0d4d6efccd64	4e452cbd5331afa0e7f4ae8d488a31c1_gdc_realn.bam	fd35853cf85b5e6a8684d31fd20eeac0	17937864930	released
c76e4156-a54a-45fc-bad1-b5fc8a926e86	C239.TCGA-25-2042-01A-01W-0799-08.2_gdc_realn.bam	dac90eb849863b7b48b356c52440df24	19228828322	released
17e87039-8831-42e3-928d-8ae814b0ebd1	C239.TCGA-13-1403-10A-01W.3_gdc_realn.bam	a22a176aefc27e32b9502944b610c7b1	14466137163	released
bdb0d705-9508-41d2-aa44-06332e6456b6	C239.TCGA-59-2351-10A-01W-0800-08.4_gdc_realn.bam	943f68e5084f39d6c23981e959224d31	19607009166	released
a842bb4a-4ef2-4afc-bdaf-640ea65ac76e	C239.TCGA-24-2038-10A-01W-0722-08.3_gdc_realn.bam	4894655f0c07238464f58fe692994ab2	22589447040	released
0440e19f-5c66-4266-b19a-adb3ac8746f4	3d1b628fa0d554d5fefb71444511dcbb_gdc_realn.bam	08e046be621a7b78b48a19c1335a89a2	36095609011	released
d604b9f1-c5e5-471f-a860-b04e91394a9c	ac9e6dd9d4276f5e87508f647f047a91_gdc_realn.bam	a3a973f9149ec3f6f93e37bbe6421178	34994452129	released
50b9bbbc-ddf2-4f6d-b042-ce34ff538826	C239.TCGA-59-2348-01A-01D-0704-01.2_gdc_realn.bam	ff916aac5e8ae6cd7239cc827b5fd8ec	14075094116	released
