"","gene_name","qglobal_cv_tumorOnly","qglobal_cv_matchingN"
"127","AC004080.3",0.999998460995664,0.999999766486908
"128","AC004223.3",0.999998460995664,0.999999766486908
"129","AC004593.3",0.999998460995664,0.999999766486908
"130","AC004687.2",0.999998460995664,0.999999766486908
"131","AC004706.3",0.999998460995664,0.999999766486908
"132","AC004832.3",0.999998460995664,0.999999766486908
"133","AC004922.1",0.999998460995664,0.999999766486908
"134","AC004997.1",0.999998460995664,0.999999766486908
"135","AC005020.2",0.999998460995664,0.999999766486908
"136","AC005041.1",0.999998460995664,0.999999766486908
"137","AC005154.5",0.999998460995664,0.999999766486908
"138","AC005258.1",0.999998460995664,0.999999766486908
"139","AC005324.3",0.999998460995664,0.999999766486908
"140","AC005324.4",0.999998460995664,0.999999766486908
"141","AC005520.1",0.999998460995664,0.999999766486908
"142","AC005551.1",0.999998460995664,0.999999766486908
"143","AC005670.2",0.999998460995664,0.999999766486908
"144","AC005697.1",0.999998460995664,0.999999766486908
"145","AC005702.1",0.999998460995664,0.999999766486908
"146","AC005726.1",0.999998460995664,0.999999766486908
"147","AC005833.1",0.999998460995664,0.999999766486908
"148","AC005837.2",0.999998460995664,0.999999766486908
"149","AC005943.1",0.999998460995664,0.999999766486908
"150","AC006030.1",0.999998460995664,0.999999766486908
"151","AC006059.2",0.999998460995664,0.999999766486908
"152","AC006064.6",0.999998460995664,0.999999766486908
"153","AC006254.1",0.999998460995664,0.999999766486908
"154","AC006486.1",0.999998460995664,0.999999766486908
"155","AC007040.2",0.999998460995664,0.999999766486908
"156","AC007192.1",0.999998460995664,0.999999766486908
"157","AC007244.1",0.999998460995664,0.999999766486908
"158","AC007326.4",0.999998460995664,0.999999766486908
"159","AC007375.2",0.999998460995664,0.999999766486908
"160","AC007906.2",0.999998460995664,0.999999766486908
"161","AC007998.2",0.999998460995664,0.999999766486908
"162","AC008012.1",0.999998460995664,0.999999766486908
"163","AC008073.3",0.999998460995664,0.999999766486908
"164","AC008397.1",0.999998460995664,0.999999766486908
"165","AC008397.2",0.999998460995664,0.999999766486908
"166","AC008581.2",0.999998460995664,0.999999766486908
"167","AC008676.3",0.999998460995664,0.999999766486908
"168","AC008687.4",0.999998460995664,0.999999766486908
"169","AC008687.8",0.999998460995664,0.999999766486908
"170","AC008695.1",0.999998460995664,0.999999766486908
"171","AC008750.8",0.999998460995664,0.999999766486908
"172","AC008758.1",0.999998460995664,0.999999766486908
"173","AC008758.6",0.999998460995664,0.999999766486908
"174","AC008763.2",0.999998460995664,0.999999766486908
"175","AC008764.1",0.999998460995664,0.999999766486908
"176","AC008764.4",0.999998460995664,0.999999766486908
"177","AC008770.1",0.999998460995664,0.999999766486908
"178","AC008770.2",0.999998460995664,0.999999766486908
"179","AC008770.4",0.999998460995664,0.999999766486908
"180","AC008878.1",0.999998460995664,0.999999766486908
"181","AC009070.1",0.999998460995664,0.999999766486908
"182","AC009133.6",0.999998460995664,0.999999766486908
"183","AC009412.1",0.999998460995664,0.999999766486908
"184","AC009690.1",0.999998460995664,0.999999766486908
"185","AC009690.3",0.999998460995664,0.999999766486908
"186","AC009779.3",0.999998460995664,0.999999766486908
"187","AC009879.3",0.999998460995664,0.999999766486908
"188","AC010132.3",0.999998460995664,0.999999766486908
"189","AC010197.2",0.999998460995664,0.999999766486908
"190","AC010255.3",0.999998460995664,0.999999766486908
"191","AC010319.2",0.999998460995664,0.999999766486908
"192","AC010323.1",0.999998460995664,0.999999766486908
"193","AC010325.1",0.999998460995664,0.999999766486908
"194","AC010326.2",0.999998460995664,0.999999766486908
"195","AC010422.5",0.999998460995664,0.999999766486908
"196","AC010422.8",0.999998460995664,0.999999766486908
"197","AC010463.1",0.999998460995664,0.999999766486908
"198","AC010522.1",0.999998460995664,0.999999766486908
"199","AC010547.4",0.999998460995664,0.999999766486908
"200","AC010615.4",0.999998460995664,0.999999766486908
"201","AC010616.1",0.999998460995664,0.999999766486908
"202","AC011005.1",0.999998460995664,0.999999766486908
"203","AC011195.2",0.999998460995664,0.999999766486908
"204","AC011330.3",0.999998460995664,0.999999766486908
"205","AC011448.1",0.999998460995664,0.999999766486908
"206","AC011452.1",0.999998460995664,0.999999766486908
"207","AC011462.1",0.999998460995664,0.999999766486908
"208","AC011473.4",0.999998460995664,0.999999766486908
"209","AC011498.4",0.999998460995664,0.999999766486908
"210","AC011499.1",0.999998460995664,0.999999766486908
"211","AC011511.1",0.999998460995664,0.999999766486908
"212","AC011511.4",0.999998460995664,0.999999766486908
"213","AC011530.1",0.999998460995664,0.999999766486908
"214","AC011604.2",0.999998460995664,0.999999766486908
"215","AC012184.2",0.999998460995664,0.999999766486908
"216","AC012213.5",0.999998460995664,0.999999766486908
"217","AC012254.2",0.999998460995664,0.999999766486908
"218","AC012309.1",0.999998460995664,0.999999766486908
"219","AC012531.3",0.999998460995664,0.999999766486908
"220","AC012651.1",0.999998460995664,0.999999766486908
"221","AC013271.1",0.999998460995664,0.999999766486908
"222","AC013394.1",0.999998460995664,0.999999766486908
"223","AC013470.2",0.999998460995664,0.999999766486908
"224","AC013489.1",0.999998460995664,0.999999766486908
"225","AC013717.1",0.999998460995664,0.999999766486908
"226","AC015688.4",0.999998460995664,0.999999766486908
"227","AC015802.6",0.999998460995664,0.999999766486908
"228","AC015813.2",0.999998460995664,0.999999766486908
"229","AC015871.1",0.999998460995664,0.999999766486908
"230","AC017083.3",0.999998460995664,0.999999766486908
"231","AC018362.3",0.999998460995664,0.999999766486908
"232","AC018523.2",0.999998460995664,0.999999766486908
"233","AC018630.2",0.999998460995664,0.999999766486908
"234","AC018755.2",0.999998460995664,0.999999766486908
"235","AC019117.3",0.999998460995664,0.999999766486908
"236","AC019257.8",0.999998460995664,0.999999766486908
"237","AC020907.6",0.999998460995664,0.999999766486908
"238","AC020915.4",0.999998460995664,0.999999766486908
"239","AC021072.1",0.999998460995664,0.999999766486908
"240","AC021087.5",0.999998460995664,0.999999766486908
"241","AC021097.2",0.999998460995664,0.999999766486908
"242","AC022137.3",0.999998460995664,0.999999766486908
"243","AC022335.1",0.999998460995664,0.999999766486908
"244","AC022384.1",0.999998460995664,0.999999766486908
"245","AC022400.5",0.999998460995664,0.999999766486908
"246","AC022414.1",0.999998460995664,0.999999766486908
"247","AC022506.1",0.999998460995664,0.999999766486908
"248","AC022826.2",0.999998460995664,0.999999766486908
"249","AC023055.1",0.999998460995664,0.999999766486908
"250","AC023490.5",0.999998460995664,0.999999766486908
"251","AC024558.2",0.999998460995664,0.999999766486908
"252","AC024592.3",0.999998460995664,0.999999766486908
"253","AC025165.3",0.999998460995664,0.999999766486908
"254","AC025263.2",0.999998460995664,0.999999766486908
"255","AC025283.2",0.999998460995664,0.999999766486908
"256","AC025287.4",0.999998460995664,0.999999766486908
"257","AC026316.4",0.999998460995664,0.999999766486908
"258","AC026464.1",0.999998460995664,0.999999766486908
"259","AC026464.3",0.999998460995664,0.999999766486908
"260","AC026464.4",0.999998460995664,0.999999766486908
"261","AC026464.6",0.999998460995664,0.999999766486908
"262","AC026740.3",0.999998460995664,0.999999766486908
"263","AC026786.1",0.999998460995664,0.999999766486908
"264","AC027644.4",0.999998460995664,0.999999766486908
"265","AC027796.3",0.999998460995664,0.999999766486908
"266","AC034102.2",0.999998460995664,0.999999766486908
"267","AC034228.4",0.999998460995664,0.999999766486908
"268","AC036214.3",0.999998460995664,0.999999766486908
"269","AC037459.1",0.999998460995664,0.999999766486908
"270","AC048338.1",0.999998460995664,0.999999766486908
"271","AC048338.2",0.999998460995664,0.999999766486908
"272","AC055811.2",0.999998460995664,0.999999766486908
"273","AC055839.2",0.999998460995664,0.999999766486908
"274","AC058822.1",0.999998460995664,0.999999766486908
"275","AC067752.1",0.999998460995664,0.999999766486908
"276","AC067968.1",0.999998460995664,0.999999766486908
"277","AC068547.1",0.999998460995664,0.999999766486908
"278","AC068580.4",0.999998460995664,0.999999766486908
"279","AC068775.1",0.999998460995664,0.999999766486908
"280","AC068831.7",0.999998460995664,0.999999766486908
"281","AC068946.1",0.999998460995664,0.999999766486908
"282","AC069257.3",0.999998460995664,0.999999766486908
"283","AC069288.1",0.999998460995664,0.999999766486908
"284","AC069368.1",0.999998460995664,0.999999766486908
"285","AC069444.2",0.999998460995664,0.999999766486908
"286","AC069503.2",0.999998460995664,0.999999766486908
"287","AC072022.2",0.999998460995664,0.999999766486908
"288","AC073082.1",0.999998460995664,0.999999766486908
"289","AC073111.4",0.999998460995664,0.999999766486908
"290","AC073508.2",0.999998460995664,0.999999766486908
"291","AC073585.2",0.999998460995664,0.999999766486908
"292","AC073610.2",0.999998460995664,0.999999766486908
"293","AC073612.1",0.999998460995664,0.999999766486908
"294","AC073896.1",0.999998460995664,0.999999766486908
"295","AC078927.1",0.999998460995664,0.999999766486908
"296","AC079447.1",0.999998460995664,0.999999766486908
"297","AC079594.2",0.999998460995664,0.999999766486908
"298","AC083800.1",0.999998460995664,0.999999766486908
"299","AC083977.1",0.999998460995664,0.999999766486908
"300","AC084121.11",0.999998460995664,0.999999766486908
"301","AC084121.12",0.999998460995664,0.999999766486908
"302","AC084121.13",0.999998460995664,0.999999766486908
"303","AC084121.5",0.999998460995664,0.999999766486908
"304","AC084121.6",0.999998460995664,0.999999766486908
"305","AC084121.7",0.999998460995664,0.999999766486908
"306","AC084121.8",0.999998460995664,0.999999766486908
"307","AC084121.9",0.999998460995664,0.999999766486908
"308","AC084337.2",0.999998460995664,0.999999766486908
"309","AC087289.3",0.999998460995664,0.999999766486908
"310","AC087498.1",0.999998460995664,0.999999766486908
"311","AC087632.2",0.999998460995664,0.999999766486908
"312","AC087721.2",0.999998460995664,0.999999766486908
"313","AC090227.2",0.999998460995664,0.999999766486908
"314","AC090360.1",0.999998460995664,0.999999766486908
"315","AC090517.4",0.999998460995664,0.999999766486908
"316","AC091057.6",0.999998460995664,0.999999766486908
"317","AC091167.2",0.999998460995664,0.999999766486908
"318","AC091167.7",0.999998460995664,0.999999766486908
"319","AC091551.1",0.999998460995664,0.999999766486908
"320","AC091959.3",0.999998460995664,0.999999766486908
"321","AC092042.3",0.999998460995664,0.999999766486908
"322","AC092143.1",0.999998460995664,0.999999766486908
"323","AC092442.1",0.999998460995664,0.999999766486908
"324","AC092587.1",0.999998460995664,0.999999766486908
"325","AC092647.5",0.999998460995664,0.999999766486908
"326","AC092718.3",0.999998460995664,0.999999766486908
"327","AC092718.8",0.999998460995664,0.999999766486908
"328","AC092835.1",0.999998460995664,0.999999766486908
"329","AC093155.3",0.999998460995664,0.999999766486908
"330","AC093227.2",0.999998460995664,0.999999766486908
"331","AC093323.1",0.999998460995664,0.999999766486908
"332","AC093423.3",0.999998460995664,0.999999766486908
"333","AC093512.2",0.999998460995664,0.999999766486908
"334","AC093525.2",0.999998460995664,0.999999766486908
"335","AC093827.5",0.999998460995664,0.999999766486908
"336","AC093884.1",0.999998460995664,0.999999766486908
"337","AC093899.2",0.999998460995664,0.999999766486908
"338","AC097104.1",0.999998460995664,0.999999766486908
"339","AC097625.2",0.999998460995664,0.999999766486908
"340","AC097634.4",0.999998460995664,0.999999766486908
"341","AC097636.2",0.999998460995664,0.999999766486908
"342","AC098484.3",0.999998460995664,0.999999766486908
"343","AC098582.1",0.999998460995664,0.999999766486908
"344","AC098588.2",0.999998460995664,0.999999766486908
"345","AC098650.1",0.999998460995664,0.999999766486908
"346","AC098850.3",0.999998460995664,0.999999766486908
"347","AC099489.1",0.999998460995664,0.999999766486908
"348","AC099811.2",0.999998460995664,0.999999766486908
"349","AC099850.2",0.999998460995664,0.999999766486908
"350","AC100868.1",0.999998460995664,0.999999766486908
"351","AC104109.3",0.999998460995664,0.999999766486908
"352","AC104389.5",0.999998460995664,0.999999766486908
"353","AC104389.6",0.999998460995664,0.999999766486908
"354","AC104452.1",0.999998460995664,0.999999766486908
"355","AC104472.3",0.999998460995664,0.999999766486908
"356","AC104532.1",0.999998460995664,0.999999766486908
"357","AC105052.1",0.999998460995664,0.999999766486908
"358","AC105052.3",0.999998460995664,0.999999766486908
"359","AC106741.1",0.999998460995664,0.999999766486908
"360","AC106774.4",0.999998460995664,0.999999766486908
"361","AC106886.5",0.999998460995664,0.999999766486908
"362","AC107871.1",0.999998460995664,0.999999766486908
"363","AC108488.2",0.999998460995664,0.999999766486908
"364","AC112128.1",0.999998460995664,0.999999766486908
"365","AC112229.3",0.999998460995664,0.999999766486908
"366","AC112504.2",0.999998460995664,0.999999766486908
"367","AC113189.9",0.999998460995664,0.999999766486908
"368","AC113348.1",0.999998460995664,0.999999766486908
"369","AC113348.2",0.999998460995664,0.999999766486908
"370","AC113554.1",0.999998460995664,0.999999766486908
"371","AC114490.2",0.999998460995664,0.999999766486908
"372","AC114490.3",0.999998460995664,0.999999766486908
"373","AC115220.1",0.999998460995664,0.999999766486908
"374","AC116366.3",0.999998460995664,0.999999766486908
"375","AC117457.1",0.999998460995664,0.999999766486908
"376","AC118470.1",0.999998460995664,0.999999766486908
"377","AC118549.1",0.999998460995664,0.999999766486908
"378","AC118553.2",0.999998460995664,0.999999766486908
"379","AC119396.1",0.999998460995664,0.999999766486908
"380","AC119674.2",0.999998460995664,0.999999766486908
"381","AC119676.1",0.999998460995664,0.999999766486908
"382","AC124312.1",0.999998460995664,0.999999766486908
"383","AC126283.2",0.999998460995664,0.999999766486908
"384","AC131160.1",0.999998460995664,0.999999766486908
"385","AC132217.2",0.999998460995664,0.999999766486908
"386","AC134669.1",0.999998460995664,0.999999766486908
"387","AC134684.11",0.999998460995664,0.999999766486908
"388","AC134684.8",0.999998460995664,0.999999766486908
"389","AC134684.9",0.999998460995664,0.999999766486908
"390","AC134980.3",0.999998460995664,0.999999766486908
"391","AC135050.2",0.999998460995664,0.999999766486908
"392","AC135068.1",0.999998460995664,0.999999766486908
"393","AC135068.3",0.999998460995664,0.999999766486908
"394","AC135178.3",0.999998460995664,0.999999766486908
"395","AC137834.1",0.999998460995664,0.999999766486908
"396","AC138647.1",0.999998460995664,0.999999766486908
"397","AC138696.1",0.999998460995664,0.999999766486908
"398","AC138811.2",0.999998460995664,0.999999766486908
"399","AC138894.1",0.999998460995664,0.999999766486908
"400","AC138969.1",0.999998460995664,0.999999766486908
"401","AC139491.7",0.999998460995664,0.999999766486908
"402","AC139530.2",0.999998460995664,0.999999766486908
"403","AC140504.1",0.999998460995664,0.999999766486908
"404","AC142391.1",0.999998460995664,0.999999766486908
"405","AC144573.1",0.999998460995664,0.999999766486908
"406","AC187653.1",0.999998460995664,0.999999766486908
"407","AC211486.6",0.999998460995664,0.999999766486908
"408","AC211486.7",0.999998460995664,0.999999766486908
"409","AC211486.8",0.999998460995664,0.999999766486908
"410","AC231656.1",0.999998460995664,0.999999766486908
"411","AC231657.3",0.999998460995664,0.999999766486908
"412","AC233723.1",0.999998460995664,0.999999766486908
"413","AC235565.2",0.999998460995664,0.999999766486908
"414","AC236972.4",0.999998460995664,0.999999766486908
"415","AC242842.3",0.999998460995664,0.999999766486908
"416","AC244197.3",0.999998460995664,0.999999766486908
"417","AC244517.10",0.999998460995664,0.999999766486908
"418","AC245033.1",0.999998460995664,0.999999766486908
"419","AC245748.1",0.999998460995664,0.999999766486908
"420","AC253536.7",0.999998460995664,0.999999766486908
"421","AC253572.1",0.999998460995664,0.999999766486908
"422","ACAA1",0.999998460995664,0.999999766486908
"423","ACAA2",0.999998460995664,0.999999766486908
"424","ACACA",0.999998460995664,0.999999766486908
"425","ACACB",0.999998460995664,0.999999766486908
"426","ACAD10",0.999998460995664,0.999999766486908
"427","ACAD11",0.999998460995664,0.999999766486908
"428","ACAD8",0.999998460995664,0.999999766486908
"429","ACAD9",0.999998460995664,0.999999766486908
"430","ACADL",0.999998460995664,0.999999766486908
"431","ACADM",0.999998460995664,0.999999766486908
"432","ACADS",0.999998460995664,0.999999766486908
"433","ACADSB",0.999998460995664,0.999999766486908
"434","ACADVL",0.999998460995664,0.999999766486908
"435","ACAN",0.999998460995664,0.999999766486908
"436","ACAP1",0.999998460995664,0.999999766486908
"437","ACAP2",0.999998460995664,0.999999766486908
"438","ACAP3",0.999998460995664,0.999999766486908
"439","ACAT1",0.999998460995664,0.999999766486908
"440","ACAT2",0.999998460995664,0.999999766486908
"441","ACBD3",0.999998460995664,0.999999766486908
"442","ACBD4",0.999998460995664,0.999999766486908
"443","ACBD5",0.999998460995664,0.999999766486908
"444","ACBD6",0.999998460995664,0.999999766486908
"445","ACBD7",0.999998460995664,0.999999766486908
"446","ACCS",0.999998460995664,0.999999766486908
"447","ACCSL",0.999998460995664,0.999999766486908
"448","ACD",0.999998460995664,0.999999766486908
"449","ACE",0.999998460995664,0.999999766486908
"450","ACE2",0.999998460995664,0.999999766486908
"451","ACER1",0.999998460995664,0.999999766486908
"452","ACER2",0.999998460995664,0.999999766486908
"453","ACER3",0.999998460995664,0.999999766486908
"454","ACHE",0.999998460995664,0.999999766486908
"455","ACIN1",0.999998460995664,0.999999766486908
"456","ACKR1",0.999998460995664,0.999999766486908
"457","ACKR2",0.999998460995664,0.999999766486908
"458","ACKR3",0.999998460995664,0.999999766486908
"459","ACKR4",0.999998460995664,0.999999766486908
"460","ACLY",0.999998460995664,0.999999766486908
"461","ACMSD",0.999998460995664,0.999999766486908
"462","ACO1",0.999998460995664,0.999999766486908
"463","ACO2",0.999998460995664,0.999999766486908
"464","ACOD1",0.999998460995664,0.999999766486908
"465","ACOT1",0.999998460995664,0.999999766486908
"466","ACOT11",0.999998460995664,0.999999766486908
"467","ACOT12",0.999998460995664,0.999999766486908
"468","ACOT13",0.999998460995664,0.999999766486908
"469","ACOT2",0.999998460995664,0.999999766486908
"470","ACOT4",0.999998460995664,0.999999766486908
"471","ACOT6",0.999998460995664,0.999999766486908
"472","ACOT7",0.999998460995664,0.999999766486908
"473","ACOT8",0.999998460995664,0.999999766486908
"474","ACOT9",0.999998460995664,0.999999766486908
"475","ACOX1",0.999998460995664,0.999999766486908
"476","ACOX2",0.999998460995664,0.999999766486908
"477","ACOX3",0.999998460995664,0.999999766486908
"478","ACOXL",0.999998460995664,0.999999766486908
"479","ACP1",0.999998460995664,0.999999766486908
"480","ACP2",0.999998460995664,0.999999766486908
"481","ACP4",0.999998460995664,0.999999766486908
"482","ACP5",0.999998460995664,0.999999766486908
"483","ACP6",0.999998460995664,0.999999766486908
"484","ACP7",0.999998460995664,0.999999766486908
"485","ACPP",0.999998460995664,0.999999766486908
"486","ACR",0.999998460995664,0.999999766486908
"487","ACRBP",0.999998460995664,0.999999766486908
"488","ACRV1",0.999998460995664,0.999999766486908
"489","ACSBG1",0.999998460995664,0.999999766486908
"490","ACSBG2",0.999998460995664,0.999999766486908
"491","ACSF2",0.999998460995664,0.999999766486908
"492","ACSF3",0.999998460995664,0.999999766486908
"493","ACSL1",0.999998460995664,0.999999766486908
"494","ACSL3",0.999998460995664,0.999999766486908
"495","ACSL4",0.999998460995664,0.999999766486908
"496","ACSL5",0.999998460995664,0.999999766486908
"497","ACSL6",0.999998460995664,0.999999766486908
"498","ACSM1",0.999998460995664,0.999999766486908
"499","ACSM2A",0.999998460995664,0.999999766486908
"500","ACSM2B",0.999998460995664,0.999999766486908
"501","ACSM3",0.999998460995664,0.999999766486908
"502","ACSM4",0.999998460995664,0.999999766486908
"503","ACSM5",0.999998460995664,0.999999766486908
"504","ACSM6",0.999998460995664,0.999999766486908
"505","ACSS1",0.999998460995664,0.999999766486908
"506","ACSS2",0.999998460995664,0.999999766486908
"507","ACSS3",0.999998460995664,0.999999766486908
"508","ACTA1",0.999998460995664,0.999999766486908
"509","ACTA2",0.999998460995664,0.999999766486908
"510","ACTB",0.999998460995664,0.999999766486908
"511","ACTBL2",0.999998460995664,0.999999766486908
"512","ACTC1",0.999998460995664,0.999999766486908
"513","ACTG1",0.999998460995664,0.999999766486908
"514","ACTG2",0.999998460995664,0.999999766486908
"515","ACTL10",0.999998460995664,0.999999766486908
"516","ACTL6A",0.999998460995664,0.999999766486908
"517","ACTL6B",0.999998460995664,0.999999766486908
"518","ACTL7A",0.999998460995664,0.999999766486908
"519","ACTL7B",0.999998460995664,0.999999766486908
"520","ACTL8",0.999998460995664,0.999999766486908
"521","ACTL9",0.999998460995664,0.999999766486908
"522","ACTN1",0.999998460995664,0.999999766486908
"523","ACTN2",0.999998460995664,0.999999766486908
"524","ACTN3",0.999998460995664,0.999999766486908
"525","ACTN4",0.999998460995664,0.999999766486908
"526","ACTR10",0.999998460995664,0.999999766486908
"527","ACTR1A",0.999998460995664,0.999999766486908
"528","ACTR1B",0.999998460995664,0.999999766486908
"529","ACTR2",0.999998460995664,0.999999766486908
"530","ACTR3",0.999998460995664,0.999999766486908
"531","ACTR3B",0.999998460995664,0.999999766486908
"532","ACTR3C",0.999998460995664,0.999999766486908
"533","ACTR5",0.999998460995664,0.999999766486908
"534","ACTR6",0.999998460995664,0.999999766486908
"535","ACTR8",0.999998460995664,0.999999766486908
"536","ACTRT1",0.999998460995664,0.999999766486908
"537","ACTRT2",0.999998460995664,0.999999766486908
"538","ACTRT3",0.999998460995664,0.999999766486908
"539","ACVR1",0.999998460995664,0.999999766486908
"540","ACVR1B",0.999998460995664,0.999999766486908
"541","ACVR1C",0.999998460995664,0.999999766486908
"542","ACVR2A",0.999998460995664,0.999999766486908
"543","ACVR2B",0.999998460995664,0.999999766486908
"544","ACVRL1",0.999998460995664,0.999999766486908
