"fullname" "Purity_ABS" "Ploidy_ABS" "Purity_PureCN" "Ploidy_PureCN"
"TCGA-86-A456-01A-11D" 0.36 1.76 0.21 2.11409534647765
"TCGA-86-A4D0-01A-11D" 0.79 2.09 0.59 2.52346455144203
"TCGA-86-A4JF-01A-11D" 0.25 3.59 0.22 1.75830010920244
"TCGA-86-A4P7-01A-11D" 0.19 2.1 0.17 2.05446698733869
"TCGA-86-A4P8-01A-11D" 0.46 2 0.36 1.99794613195863
"TCGA-91-6828-01A-11D" 0.37 4.62 0.55 2.56018720301301
"TCGA-91-6829-01A-21D" 0.49 2.65 0.41 2.98640464254205
"TCGA-91-6830-01A-11D" 0.28 1.72 0.29 1.73529401284657
"TCGA-91-6831-01A-11D" 0.5 3.3 0.49 3.39008646582273
"TCGA-91-6835-01A-11D" 0.21 1.99 0.16 2.24725415839422
"TCGA-91-6836-01A-21D" 0.67 3.4 0.61 3.37701900905856
"TCGA-91-6840-01A-11D" 0.62 2.84 0.61 2.7945119213302
"TCGA-91-6847-01A-11D" 0.85 3.59 0.69 4.03790719713149
"TCGA-91-6848-01A-11D" 0.31 3.44 0.3 2.47091857481649
"TCGA-91-6849-01A-11D" 0.62 1.93 0.59 1.95544632810618
"TCGA-91-7771-01A-11D" 0.32 5 0.31 2.28690215983437
"TCGA-91-8496-01A-11D" 0.5 2.25 0.36 2.35402733894774
"TCGA-91-8497-01A-11D" 0.45 1.97 0.44 1.95956459862101
"TCGA-91-8499-01A-11D" 0.77 2.86 0.75 2.80031636741119
"TCGA-91-A4BC-01A-11D" 0.22 2.55 0.23 2.44735951756206
"TCGA-91-A4BD-01A-11D" 0.55 1.99 0.53 1.98756060474945
"TCGA-93-7347-01A-11D" 0.3 2.01 0.25 1.8980609286831
"TCGA-93-7348-01A-21D" 0.45 1.83 0.29 1.81326193889642
"TCGA-93-A4JN-01A-11D" 0.37 2.59 0.27 2.80678456830585
"TCGA-93-A4JO-01A-21D" 0.2 2.18 0.19 1.87565293658138
"TCGA-93-A4JQ-01A-11D" 0.2 2.87 0.16 1.94313017551368
"TCGA-95-7039-01A-11D" 0.41 5.66 0.43 3.02425215832568
"TCGA-95-7043-01A-11D" 0.76 3.73 0.67 3.85695451342898
"TCGA-95-7562-01A-11D" 0.55 3.68 0.53 3.61820458124587
"TCGA-95-7567-01A-11D" 0.53 2.65 0.51 2.6775410843262
"TCGA-95-7944-01A-11D" 0.41 1.64 0.33 1.59140601179312
"TCGA-95-7947-01A-11D" 0.66 2.07 0.64 2.0747967153822
"TCGA-95-8039-01A-11D" 0.47 1.93 0.46 1.86329281907211
"TCGA-95-8494-01A-11D" 0.53 3.62 0.52 3.54041055221653
"TCGA-95-A4VK-01A-11D" 0.57 2.02 0.52 1.9586236786485
"TCGA-95-A4VN-01A-11D" 0.18 3.49 0.17 2.62469654925803
"TCGA-95-A4VP-01A-21D" 0.3 2.73 0.29 2.70188285761541
"TCGA-97-7546-01A-11D" 0.67 1.85 0.24 2.14349013000608
"TCGA-97-7547-01A-11D" 0.55 3.42 0.5 3.44037273972822
"TCGA-97-7552-01A-11D" 0.18 1.95 0.2 1.9815982937136
"TCGA-97-7553-01A-21D" 0.29 1.44 0.23 2.49408146550273
"TCGA-97-7554-01A-11D" 0.29 5.21 0.3 2.84630984920904
"TCGA-97-7937-01A-11D" 0.59 2.82 0.52 4.1066605005359
"TCGA-97-7938-01A-11D" 0.61 2.05 0.59 2.04375438133855
"TCGA-97-7941-01A-11D" 0.36 1.97 0.35 1.97296421821014
"TCGA-97-8171-01A-11D" 0.82 2.21 0.84 2.25512477731532
"TCGA-97-8172-01A-11D" 0.32 3.92 0.3 1.97530711631176
"TCGA-97-8174-01A-11D" 0.3 3.62 0.29 3.66525050700926
"TCGA-97-8175-01A-11D" 0.43 2.07 0.37 2.07011073845164
"TCGA-97-8176-01A-11D" 0.53 1.91 0.41 1.9915023242997
"TCGA-97-8177-01A-11D" 0.25 3.13 0.2 2.23885213514958
"TCGA-97-8179-01A-11D" 0.48 2.83 0.52 2.89115169600145
"TCGA-97-8547-01A-11D" 0.48 1.88 0.44 1.89164932736816
"TCGA-97-8552-01A-11D" 0.27 3.6 0.31 2.18102609369213
"TCGA-97-A4LX-01A-11D" 0.2 1.77 0.17 1.87935306377734
"TCGA-97-A4M0-01A-11D" 0.55 3.78 0.51 3.73186317008718
"TCGA-97-A4M1-01A-11D" 0.36 2.84 0.3 2.85132912591457
"TCGA-97-A4M2-01A-12D" 0.37 2.05 0.15 2.00143055213007
"TCGA-97-A4M3-01A-11D" 0.69 2.03 0.62 2.03458018084544
"TCGA-97-A4M5-01A-11D" 0.25 1.83 0.24 1.85143461935542
"TCGA-97-A4M6-01A-11D" 0.43 1.79 0.4 1.86142718704198
"TCGA-97-A4M7-01A-11D" 0.37 2.03 0.26 2.13553566739076
"TCGA-99-7458-01A-11D" 0.36 1.88 0.26 1.87313043576915
"TCGA-99-8025-01A-11D" 0.43 4.47 0.44 4.25528315109975
"TCGA-99-8028-01A-11D" 0.18 2.1 0.15 1.82312808439301
"TCGA-99-8032-01A-11D" 0.31 3.74 0.21 2.7025058680532
"TCGA-99-8033-01A-11D" 0.29 3.04 0.27 2.97508186600038
"TCGA-99-AA5R-01A-11D" 0.96 2 0.34 2.00338050543045
"TCGA-J2-8192-01A-11D" 0.41 2.76 0.28 1.95892467522838
"TCGA-J2-8194-01A-11D" 0.44 3.38 0.44 3.38408377120304
"TCGA-J2-A4AD-01A-11D" 0.57 1.82 0.37 1.95743486760329
"TCGA-J2-A4AE-01A-21D" 0.52 2.18 0.46 2.1518160480831
"TCGA-J2-A4AG-01A-11D" 0.31 2.01 0.19 1.90643453553363
"TCGA-L4-A4E5-01A-11D" 0.66 1.77 0.62 1.77522631101148
"TCGA-L9-A443-01A-12D" 0.48 3.54 0.46 3.46866906339826
"TCGA-L9-A444-01A-21D" 0.37 2.77 0.37 2.72682489572305
"TCGA-L9-A50W-01A-12D" 0.76 1.92 0.75 1.91419526441078
"TCGA-L9-A5IP-01A-21D" 0.53 2.64 0.53 2.60376417067921
"TCGA-L9-A743-01A-43D" 0.09 6.48 0.16 1.7509156368044
"TCGA-L9-A7SV-01A-11D" 0.83 3.06 0.79 3.08695240257671
"TCGA-L9-A8F4-01A-11D" 0.32 3.05 0.31 1.89213054956512
"TCGA-MN-A4N1-01A-11D" 0.48 4.7 0.59 2.62710020494333
"TCGA-MN-A4N4-01A-12D" 0.34 4.12 0.33 2.0656682272103
"TCGA-MN-A4N5-01A-11D" 0.38 3.29 0.35 3.29628440610465
"TCGA-MP-A4SV-01A-11D" 0.36 3.29 0.31 2.26259513815752
"TCGA-MP-A4SW-01A-21D" 0.46 2.03 0.34 2.10908710105391
"TCGA-MP-A4SY-01A-21D" 0.35 2.07 0.18 2.51611027329178
"TCGA-MP-A4T2-01A-11D" 0.48 3.92 0.34 1.99042574714606
"TCGA-MP-A4T7-01A-11D" 0.34 3.17 0.31 3.16264320535907
"TCGA-MP-A4T8-01A-11D" 0.59 3.17 0.55 3.19854146690546
"TCGA-MP-A4T9-01A-11D" 0.18 2.11 0.15 2.1479068739105
"TCGA-MP-A4TA-01A-21D" 0.33 1.65 0.21 1.78517814814235
"TCGA-MP-A4TC-01A-11D" 0.45 1.47 0.27 2.73678175185151
"TCGA-MP-A4TE-01A-22D" 0.68 3.15 0.64 3.16851123075134
"TCGA-MP-A4TF-01A-11D" 0.29 4.86 0.31 4.6817306590579
"TCGA-MP-A4TH-01A-31D" 0.4 2.11 0.39 2.09541634497391
"TCGA-MP-A4TI-01A-21D" 0.22 2.11 0.16 1.77858737496022
"TCGA-MP-A4TK-01A-11D" 0.34 2.63 0.3 2.36393395788189
"TCGA-MP-A5C7-01A-11D" 0.87 2.01 0.82 2.02326312001
"TCGA-NJ-A4YF-01A-12D" 0.55 3.21 0.54 3.11050956557557
"TCGA-NJ-A4YG-01A-22D" 0.32 2.34 0.23 2.454839536893
"TCGA-NJ-A4YI-01A-11D" 0.58 3.62 0.57 3.50890013650354
"TCGA-NJ-A4YP-01A-11D" 0.23 4.21 0.36 2.14626851821474
"TCGA-NJ-A4YQ-01A-11D" 0.29 1.74 0.27 1.65373175025652
"TCGA-NJ-A55A-01A-11D" 0.21 2.03 0.15 1.99167517995772
"TCGA-NJ-A55R-01A-11D" 0.23 3.5 0.32 2.04205566643869
"TCGA-NJ-A7XG-01A-12D" 0.62 3.84 0.34 1.8951797571043
"TCGA-O1-A52J-01A-11D" 0.5 3.44 0.48 3.62662911957157
"TCGA-S2-AA1A-01A-12D" 0.32 2.41 0.3 2.47360708963139
"TCGA-05-5420-01A-01D" 0.25 1.82 0.21 1.91128549643959
"TCGA-38-4629-01A-02D" 0.4 2.46 0.35 2.54583030800806
"TCGA-38-4630-01A-01D" 0.79 1.99 0.71 1.94358262041215
"TCGA-44-2661-01A-01D" 0.29 1.85 0.21 1.67580749676749
"TCGA-44-3398-01A-01D" 0.19 2.12 0.22 2.03175774046223
"TCGA-44-6148-01A-11D" 0.3 2.06 0.59 2.02850493439805
"TCGA-50-6597-01A-11D" 0.48 3.59 0.47 3.66770843990996
"TCGA-64-1678-01A-01W" 0.57 3.11 0.61 3.05142185741555
"TCGA-69-8453-01A-12D" 0.56 3.76 0.29 1.85779373031222
"TCGA-75-6206-01A-11D" 0.7 3.23 0.64 3.21560334645938
"TCGA-95-7948-01A-11D" 0.71 3.51 0.7 3.48060793592591
