"","SampleId","Purity_ABS","Ploidy_ABS","Purity_PCN_t","Ploidy_PCN_t","Purity_PCN_p","Ploidy_PCN_p","Purity_FACETS","Ploidy_FACETS","Sample"
"202","TCGA-61-2002-01",0.69,1.92,0.66,1.88884137533482,0.66,1.8888411183627,0.665173206329864,1.90781258643446,"OV"
"203","TCGA-61-2003-01",0.47,3.66,0.44,3.58720224923061,0.44,3.57717462977178,0.440455853620666,5.77563663982116,"OV"
"204","TCGA-61-2008-01",0.78,3.13,0.69,3.08377094981141,0.69,3.08131154527319,0.645985606183243,3.18649885738996,"OV"
"205","TCGA-61-2009-01",0.57,3.58,0.52,3.38908567240979,0.48,3.51369701051619,0.501429166921682,3.73539035507584,"OV"
"206","TCGA-61-2012-01",0.58,2.9,0.61,2.84958308551437,0.6,2.86719398179584,0.609431726295857,2.95305474094973,"OV"
"207","TCGA-61-2016-01",0.88,1.74,0.82,1.70675922113004,0.72,3.39427663622124,0.738922359101103,3.38875643677418,"OV"
"208","TCGA-61-2018-01",0.75,1.9,0.6,1.86193485830172,0.6,1.86134437658047,0.510557826225376,3.32762718076152,"OV"
"209","TCGA-61-2087-01",0.93,1.82,0.9,1.85059321900055,0.9,1.85053882551347,0.891689079814585,1.88390927519269,"OV"
"210","TCGA-61-2088-01",0.93,3.21,0.87,3.29072995129647,0.89,3.28542531294381,0.746741120404503,3.43325250563531,"OV"
"211","TCGA-61-2092-01",0.93,2.08,0.26,2.05386894281481,0.26,2.05330683590817,0.262098768075763,2.83358580310552,"OV"
"212","TCGA-61-2094-01",0.6,1.79,0.37,3.48355490013217,0.36,3.48310977214078,0.374415634770709,3.80585191235779,"OV"
"213","TCGA-61-2096-01",0.91,1.86,0.87,1.81679216527818,0.87,1.81717163664763,0.810658805967438,3.74408407804709,"OV"
"214","TCGA-61-2097-01",0.61,3.2,0.56,3.26259625277538,0.56,3.26246195107808,0.547827156259694,3.63597983064453,"OV"
"215","TCGA-61-2101-01",0.82,3.23,0.79,3.1246632155013,0.8,3.11786765274527,0.748477195062743,3.35707702024704,"OV"
"216","TCGA-61-2102-01",0.92,2.57,0.85,2.65596334604237,0.85,2.66643267738419,0.860770951472503,2.79682060827051,"OV"
"217","TCGA-61-2104-01",0.75,3.05,0.73,2.95047151272159,0.73,2.94942973188908,0.672271312268812,3.08459401795053,"OV"
"218","TCGA-61-2109-01",0.91,1.91,0.87,1.89921296264259,0.87,1.89919683079461,0.885635337972803,1.88845601962478,"OV"
"219","TCGA-61-2110-01",0.86,1.79,0.53,2.58002981129694,0.56,4.30122328475838,0.820382472397612,2.26678471052715,"OV"
"220","TCGA-61-2113-01",0.49,4.63,0.48,2.42861767848277,0.48,2.44356916814799,0.743933444556596,2.47051829313018,"OV"
"221","TCGA-09-0366-01",0.68,2.87,0.71,2.9943964462318,0.71,2.99736791681652,0.672466190402286,3.43407929005915,"OV"
"222","TCGA-09-1672-01",0.68,3.26,0.65,3.24003247501157,0.64,3.24077122861124,0.673153041518905,3.30761921803816,"OV"
"223","TCGA-09-2045-01",0.92,2.05,0.89,2.027517146594,0.89,2.02757216194034,0.892688744498916,2.01132832828952,"OV"
"224","TCGA-09-2056-01",0.89,1.77,0.86,1.74544664143072,0.86,1.7454371143957,0.877224112341294,1.73089997759192,"OV"
"225","TCGA-13-0723-01",0.69,3.1,0.68,3.17912267624551,0.69,3.15254696949006,0.709436663113671,3.09151733702799,"OV"
"226","TCGA-13-0724-01",0.85,2.68,0.79,2.70137731216183,0.79,2.70145824284541,0.829523399075307,2.63695910825397,"OV"
"227","TCGA-13-0924-01",0.63,1.81,0.59,1.77188742309121,0.59,1.77121268439161,0.502610819310803,3.41373475221867,"OV"
"228","TCGA-24-0966-01",0.95,1.93,0.89,1.94297110220963,0.89,1.94288829724959,0.905430840764541,1.93730513826893,"OV"
"229","TCGA-24-2036-01",0.94,1.91,0.9,1.91636799945411,0.91,1.91620566989409,0.90788811786635,1.94378252294676,"OV"
"230","TCGA-25-1316-01",1,2.72,0.87,2.76431803155139,0.88,2.7643874483899,0.824709453434456,2.79543925272306,"OV"
"231","TCGA-25-2408-01",0.79,1.98,0.78,1.99496256166525,0.77,1.99492676630173,0.776370955237647,2.02998251098145,"OV"
"232","TCGA-25-2409-01",0.72,3.79,0.7,3.81376811972018,0.7,3.81356292841863,0.810578450021619,1.97638795592284,"OV"
"233","TCGA-61-1734-01",0.9,1.94,0.67,3.78763715359228,0.67,3.80202842709654,0.738851178321263,4.00895928969474,"OV"
"234","TCGA-05-4244-01",0.44,4.24,0.39,4.14183803018476,0.39,4.13991279554754,0.559305523836223,1.90589028475889,"LUAD"
"235","TCGA-05-4249-01",0.49,3.78,0.41,3.77093827397625,0.4,3.77093530865195,0.419011720433605,3.99445044046641,"LUAD"
"236","TCGA-05-4250-01",0.5,3.19,0.49,3.12053430133395,0.49,3.12051970400059,0.465104928630567,3.11172388381935,"LUAD"
"237","TCGA-05-4382-01",0.21,2.93,0.28,2.46704857839478,0.28,2.46699868585226,0.264902790320494,2.93592309046938,"LUAD"
"238","TCGA-05-4384-01",0.49,2.03,0.43,2.04401063838938,0.43,2.04401063838938,0.459371452360322,1.98385469551893,"LUAD"
"239","TCGA-05-4389-01",0.48,3.23,0.47,1.66552050727319,0.47,1.6628229921246,0.437196898048354,3.36261383615871,"LUAD"
"240","TCGA-05-4390-01",0.57,3.89,0.63,3.79351542700007,0.63,3.79352089257377,0.577868217960158,3.8967524674386,"LUAD"
"241","TCGA-05-4395-01",0.61,3.22,0.56,3.21763557790635,0.56,3.21711411718212,0.661483933654221,3.05320388574642,"LUAD"
"242","TCGA-05-4396-01",0.82,1.86,0.54,3.7123266845327,0.53,3.71268542601973,0.774758184289556,1.80586013423486,"LUAD"
"243","TCGA-05-4397-01",0.87,1.99,0.8,1.98880843098042,0.8,1.98878900443071,0.838925233131804,1.96283891965393,"LUAD"
"244","TCGA-05-4398-01",0.33,4.83,0.42,3.83322597470989,0.42,3.83253611204695,0.431038748563497,4.06688346368857,"LUAD"
"245","TCGA-05-4402-01",0.44,3.24,0.33,3.19741163035823,0.32,3.19803988425756,0.433730223452737,2.98182877190384,"LUAD"
"246","TCGA-05-4403-01",0.46,2.06,0.43,2.05595449781938,0.43,2.05595449781938,0.852993681861042,2.02196966918111,"LUAD"
"247","TCGA-05-4405-01",0.38,3.21,0.33,3.20811794393711,0.33,3.21267600566032,0.397570763659982,3.36363070748453,"LUAD"
"248","TCGA-05-4410-01",0.24,4.49,0.25,2.30450181796937,0.26,2.30463413245948,0.399019005425196,3.40693793679751,"LUAD"
"249","TCGA-05-4415-01",0.67,3.59,0.6,3.54037200816957,0.6,3.5406498856422,0.764544656924335,1.81068962435048,"LUAD"
"250","TCGA-05-4417-01",0.4,2.93,0.25,2.1218383955632,0.24,2.15297188728371,0.370711685587092,2.88022517961083,"LUAD"
"251","TCGA-05-4418-01",0.55,2,0.43,1.97638589875931,0.43,1.97638589875931,0.531535953862114,2.17876054048242,"LUAD"
"252","TCGA-05-4420-01",0.59,3.49,0.56,3.51165733944922,0.56,3.51195320711167,0.572968901952584,3.55373405866557,"LUAD"
"253","TCGA-05-4422-01",0.62,2.06,0.58,2.08921562573048,0.58,2.08917599320606,0.599944755651086,2.03172340357295,"LUAD"
"254","TCGA-05-4424-01",0.24,4.42,0.26,2.88239953214973,0.26,2.88241441902451,0.233221280013272,4.42832855823676,"LUAD"
"255","TCGA-05-4425-01",0.61,1.96,0.58,1.91420625628447,0.58,1.91420625628447,0.587494375442705,1.89427121018203,"LUAD"
"256","TCGA-05-4426-01",0.7,1.99,0.63,1.99961295859622,0.63,1.99961295859622,0.666332677484028,2.01336665754199,"LUAD"
"257","TCGA-05-4427-01",0.47,4.77,0.42,4.8159288783866,0.42,4.81822005415344,0.583430946947242,4.12920571848381,"LUAD"
"258","TCGA-05-4430-01",0.2,3.49,0.19,2.54411066804412,0.19,2.53624534692428,0.284302393128229,2.11878571954429,"LUAD"
"259","TCGA-05-4432-01",0.36,3.43,0.37,3.35182872819733,0.37,3.35200562459089,0.430408271370184,3.34499974187809,"LUAD"
"260","TCGA-05-4433-01",0.62,1.89,0.53,1.91511243671529,0.52,1.91510910574815,0.54686570961845,1.9600242966211,"LUAD"
"261","TCGA-05-4434-01",0.45,1.97,0.31,1.97089365400109,0.31,1.97082205485386,0.264593656107589,1.93204702989758,"LUAD"
"262","TCGA-05-5423-01",0.59,2.36,0.55,2.37046935591369,0.55,2.37057645564762,0.56726165575074,2.44445304473729,"LUAD"
"263","TCGA-05-5425-01",0.71,1.08,0.3,2.82792828610975,0.3,2.82727790772817,0.507214569288257,3.22731453214394,"LUAD"
"264","TCGA-05-5428-01",0.63,3.34,0.62,3.19561389116657,0.62,3.19561389116657,0.59338881268458,3.13837049043167,"LUAD"
"265","TCGA-05-5429-01",0.82,2.06,0.55,2.08021809657218,0.55,2.08021809657218,0.634474553563261,2.05150615224334,"LUAD"
"266","TCGA-05-5715-01",0.73,1.82,0.71,1.84377730595484,0.71,1.84377730595484,0.709926220921167,1.92629137131841,"LUAD"
"267","TCGA-35-4122-01",0.21,3.17,0.28,2.4257006059997,0.28,2.42546677692066,0.293819345212192,3.07062158456152,"LUAD"
"268","TCGA-35-4123-01",0.4,2.01,0.32,2.05492502647153,0.32,2.05492502641529,0.392119096806415,1.94915016877909,"LUAD"
"269","TCGA-35-5375-01",0.58,3.7,0.54,4.67954060668788,0.54,4.67946967774364,0.677043321397313,4.06346439794077,"LUAD"
"270","TCGA-38-4625-01",0.35,2.98,0.37,2.93001117828905,0.37,2.92992209856077,0.369226441323407,2.94262329847967,"LUAD"
"271","TCGA-38-4626-01",0.28,2.07,0.15,1.78064522085144,0.15,1.78064522085144,0.3,2.14060968809761,"LUAD"
"272","TCGA-38-4627-01",0.22,1.86,0.18,1.92798203079463,0.18,1.92798203079463,0.219636250413231,2.01582278076232,"LUAD"
"273","TCGA-38-4628-01",0.5,4.98,0.46,4.9731695909433,0.46,4.9731695909433,0.567471860905786,2.55172525325496,"LUAD"
"274","TCGA-38-4631-01",0.49,3.1,0.49,4.14703330182107,0.48,4.1401866936802,0.482831625097701,3.55994269430709,"LUAD"
"275","TCGA-38-4632-01",0.37,3.86,0.4,3.51397081909563,0.4,3.51336346205378,0.404718306664171,3.42661829756538,"LUAD"
"276","TCGA-38-6178-01",0.32,3.89,0.32,3.84558826095344,0.31,3.84801315761061,0.416595088022663,3.1485499707495,"LUAD"
"277","TCGA-38-7271-01",0.26,2.08,0.2,2.07296756427677,0.2,2.07296756427677,0.28567977317122,2.2794353965894,"LUAD"
"278","TCGA-38-A44F-01",0.26,2.02,0.15,1.89032985960684,0.15,1.89065493523905,0.3,2.0646823916207,"LUAD"
"279","TCGA-44-6779-01",0.6,1.58,0.47,1.60337814865396,0.32,4.3834978761773,0.563526984885218,1.56681571903594,"LUAD"
"280","TCGA-44-8117-01",0.66,2.89,0.65,2.87925648796039,0.65,2.87925589378379,0.634580417463148,2.90586169613523,"LUAD"
"281","TCGA-44-8119-01",0.55,4.63,0.56,4.56520171091335,0.56,4.56480985143918,0.651546057952351,4.2631652601625,"LUAD"
"282","TCGA-44-8120-01",0.54,1.73,0.51,1.72364050874402,0.51,1.72364050874402,0.526382574148732,1.66719285997495,"LUAD"
"283","TCGA-44-A479-01",0.36,2.14,0.18,2.22525843642844,0.18,2.22527070331884,0.219435600271669,2.34995862175253,"LUAD"
"284","TCGA-44-A47A-01",0.34,3.67,0.29,1.65182918743489,0.29,1.65182918743489,0.310101687903085,1.81718622809036,"LUAD"
"285","TCGA-44-A47B-01",0.5,3.26,0.49,3.26321960723896,0.49,3.26325943540654,0.519185798910928,3.3802523514646,"LUAD"
"286","TCGA-44-A47F-01",0.41,3.91,0.4,3.93421976605968,0.4,3.9342123568447,0.468059008953551,3.66643578032249,"LUAD"
"287","TCGA-44-A47G-01",0.24,2.29,0.15,2.22442034696771,0.15,2.22498614036193,0.123054559528741,2.68466987859087,"LUAD"
"288","TCGA-44-A4SS-01",0.25,3.29,0.18,2.02139335405035,0.18,2.02139335405035,0.292888989855572,2.09103813426801,"LUAD"
"289","TCGA-44-A4SU-01",0.59,2.07,0.42,2.25352035000785,0.42,2.25362649002255,0.556339177382873,2.20925109507528,"LUAD"
"290","TCGA-49-4486-01",0.73,2.08,0.7,2.08496872380625,0.7,2.08496856085025,0.687416896208673,2.09012440249749,"LUAD"
"291","TCGA-49-4487-01",0.17,3.17,0.19,1.88131359188366,0.19,1.88021905100931,0.229389285599601,2.09870531295291,"LUAD"
"292","TCGA-49-4488-01",0.45,4.96,0.51,3.58840199780724,0.43,3.75921514899242,0.513003971862218,4.33726608318493,"LUAD"
"293","TCGA-49-4490-01",0.26,5.15,0.27,4.4006874636079,0.27,4.39469861749513,0.418142384260821,2.71222579961647,"LUAD"
"294","TCGA-49-4494-01",0.46,2.05,0.34,2.19622181310428,0.34,2.19571783224444,0.41904896083647,2.11957817123358,"LUAD"
"295","TCGA-49-4501-01",0.43,2.72,0.29,3.02808308973332,0.29,3.02810843141689,0.397314687192043,2.37122570599237,"LUAD"
"296","TCGA-49-4505-01",0.45,3.02,0.37,3.0282670709343,0.36,3.02520815560338,0.420351946039611,2.98837045011076,"LUAD"
"297","TCGA-49-4506-01",0.25,2.67,0.23,1.66772016834114,0.23,1.66648672196981,0.312716863510085,2.35692904324647,"LUAD"
"298","TCGA-49-4507-01",0.35,2.69,0.31,2.82405228241045,0.31,2.82378699017549,0.329043864886198,2.84928672646979,"LUAD"
"299","TCGA-49-4510-01",0.64,3.38,0.52,3.56494552547116,0.54,4.45415211056834,0.618720555781333,3.31892510552863,"LUAD"
"300","TCGA-49-4512-01",0.32,4.56,0.43,2.28970701776082,0.43,2.28974945327833,0.394504963055045,4.06939305319674,"LUAD"
"301","TCGA-49-4514-01",0.35,1.79,0.34,1.7854591879331,0.34,1.78545960992732,0.335952172701344,1.79528876660022,"LUAD"
"302","TCGA-49-6742-01",0.49,3.61,0.43,3.62594886422682,0.43,3.62594886422682,0.638607499591905,1.81580987494106,"LUAD"
"303","TCGA-49-6743-01",0.27,2.96,0.27,2.88221798973924,0.27,2.88221798973924,0.256194891319633,3.0303184444406,"LUAD"
"304","TCGA-49-6744-01",0.37,1.9,0.28,2.21433416860014,0.15,2.18282557437605,0.296858994689647,1.96159287870144,"LUAD"
"305","TCGA-49-6745-01",0.24,3.83,0.2,1.89584364702773,0.2,1.89570347470677,0.368591938614312,1.96231935110852,"LUAD"
"306","TCGA-49-6761-01",0.29,3.19,0.31,3.02724519432702,0.31,3.02724519432702,0.279442846820762,3.06770816171056,"LUAD"
"307","TCGA-49-6767-01",0.43,3.24,0.37,3.42708136115861,0.37,3.44146193540143,0.426325586124941,3.29962736800466,"LUAD"
"308","TCGA-49-AAQV-01",0.25,1.94,0.28,1.97623784816852,0.19,2.1985984406634,0.250132019222113,2.0911806753545,"LUAD"
"309","TCGA-49-AAR0-01",0.51,1.63,0.35,1.66914100825051,0.31,1.70384933699459,0.329336272626061,2.91170493508134,"LUAD"
"310","TCGA-49-AAR2-01",0.69,1.9,0.66,1.89935940405333,0.66,1.89937800782568,0.668203628228388,1.89125563489048,"LUAD"
"311","TCGA-49-AAR3-01",0.32,1.71,0.16,1.76084833623497,0.16,1.76084728861861,0.224147879101138,1.85602255279363,"LUAD"
"312","TCGA-49-AAR4-01",0.22,1.84,0.16,1.92005877003036,0.15,1.91802899711854,0.196001336315421,1.82465378428083,"LUAD"
"313","TCGA-49-AAR9-01",0.75,2.06,0.73,2.10181613465247,0.73,2.10181613465247,0.727108010923722,2.13432800910616,"LUAD"
"314","TCGA-49-AARE-01",0.42,2.78,0.42,2.8769604271754,0.42,2.8769594731499,0.399516046172275,2.98520638049314,"LUAD"
"315","TCGA-49-AARN-01",0.43,1.84,0.33,1.93277835267971,0.33,1.9342360998308,0.405850677223387,1.88992239451355,"LUAD"
"316","TCGA-49-AARO-01",0.28,3.08,0.24,2.15776988418613,0.24,2.16183186483736,0.255660029832313,3.21466683949553,"LUAD"
"317","TCGA-49-AARQ-01",0.52,3.38,0.49,3.40645760048498,0.49,3.40645760048498,0.497893284627491,3.40835068821362,"LUAD"
"318","TCGA-49-AARR-01",0.64,2,0.57,1.99998072471911,0.16,2.00373756919224,NA,2,"LUAD"
"319","TCGA-4B-A93V-01",0.62,2.67,0.6,2.68426392889024,0.6,2.68426392889024,0.588150840722096,2.62342585314388,"LUAD"
"320","TCGA-50-5044-01",0.23,2.05,0.23,2.03535237761768,0.23,2.03535237761768,0.226239624136144,2.13757823546025,"LUAD"
"321","TCGA-50-5045-01",0.22,2.22,0.16,2.18462462555532,0.16,2.18470048455627,0.270427822847812,1.76300953510242,"LUAD"
"322","TCGA-50-5049-01",0.26,1.92,0.17,2.10774248921789,0.17,2.16376729281097,0.268698500586589,3.02543728230407,"LUAD"
"323","TCGA-50-5051-01",0.59,2.96,0.54,3.07942624446598,0.53,3.07938478092035,0.562516142827654,2.96933419426611,"LUAD"
"324","TCGA-50-5055-01",0.13,2.12,0.3,2.08959712032493,0.29,2.09196732630376,0.514302596803368,2.02573628930408,"LUAD"
"325","TCGA-50-5068-01",0.24,2.91,0.24,1.68913939062505,0.24,1.68922800166142,0.349483344088312,1.63951268024516,"LUAD"
"326","TCGA-50-5072-01",0.4,2.55,0.3,2.29229556653539,0.31,4.01143738909535,0.374612190345909,3.82079578543175,"LUAD"
"327","TCGA-50-5930-01",0.95,2.08,0.34,2.12231643896044,0.34,2.12231643896044,0.356557162189311,2.12012702961592,"LUAD"
"328","TCGA-50-5931-01",0.86,1.92,0.69,3.8260275085549,0.7,3.82602959127064,0.752985490865391,3.63683378818305,"LUAD"
"329","TCGA-50-5932-01",0.84,1.81,0.83,1.81870067350266,0.83,1.81870067350266,0.837533826048944,1.8538887544536,"LUAD"
"330","TCGA-50-5933-01",0.3,2.82,0.29,2.9584201858173,0.29,2.95841311976178,0.426485186866479,2.63141923484768,"LUAD"
"331","TCGA-50-5935-01",0.39,5.81,0.52,3.17180182803763,0.52,3.17180281462698,0.546742431731505,3.09333970099888,"LUAD"
"332","TCGA-50-5936-01",0.6,1.64,0.39,3.28053103277249,0.39,3.27922119991734,0.396472022491765,3.28881224765704,"LUAD"
"333","TCGA-50-5939-01",0.38,1.75,0.3,1.78237947036812,0.3,1.78233367760866,0.349379300187845,1.93155046437745,"LUAD"
"334","TCGA-50-5941-01",0.27,3.12,0.29,2.47360729538286,0.21,2.61069569206414,0.21287874651045,3.68240320255417,"LUAD"
"335","TCGA-50-5942-01",0.69,1.95,0.7,1.95233064960465,0.7,1.95233064960465,0.690012680068384,1.98212031427639,"LUAD"
"336","TCGA-50-5944-01",0.57,3.33,0.55,3.32089422989264,0.55,3.32092191783608,0.594303002620251,3.53484248537844,"LUAD"
"337","TCGA-50-6590-01",0.25,2.93,0.2,2.29761959922361,0.22,3.04938524969925,0.300036754683139,2.7862131842627,"LUAD"
"338","TCGA-50-6591-01",0.9,4.67,0.43,2.67716303157798,0.86,4.60090191225343,0.949890615803181,4.3265293823349,"LUAD"
"339","TCGA-50-6592-01",0.28,2.38,0.23,2.35449699965747,0.23,2.35555005539765,0.282369405153389,2.46918535077094,"LUAD"
"340","TCGA-50-6593-01",0.31,2.94,0.31,2.80861905484103,0.31,2.80880253881678,0.31062129517818,2.80454038233765,"LUAD"
"341","TCGA-50-6594-01",0.6,3.61,0.62,3.58600837955379,0.62,3.58598522967556,0.579232386000924,3.48818445219854,"LUAD"
"342","TCGA-50-6595-01",0.22,2.43,0.15,1.84747146555214,0.15,1.84747146555214,0.261262484577523,2.09153667821323,"LUAD"
"343","TCGA-50-6673-01",0.35,3.74,0.4,2.15020164081685,0.4,2.14978402400696,0.327822752260249,3.78138194628778,"LUAD"
"344","TCGA-50-7109-01",0.44,2.86,0.46,2.9412919193166,0.46,2.92842376306607,0.444304555236042,2.96396682347879,"LUAD"
"345","TCGA-50-8457-01",0.6,2.03,0.16,2.12903661202906,0.16,2.12903661202906,0.4064130827996,1.99852603724699,"LUAD"
"346","TCGA-50-8459-01",0.29,1.9,0.3,1.91887751227132,0.29,1.92156585757487,0.283255714469988,1.91244044446033,"LUAD"
"347","TCGA-50-8460-01",0.42,1.93,0.4,1.92709732478285,0.4,1.92709697721948,0.406059412868718,1.96398533260299,"LUAD"
"348","TCGA-53-7624-01",0.69,3.02,0.62,2.99200587741676,0.63,2.992216418877,0.630892883914666,3.11847588389982,"LUAD"
"349","TCGA-53-7626-01",0.42,1.79,0.28,1.78633314257284,0.28,1.77430780678746,0.271186027524985,3.49433875019005,"LUAD"
"350","TCGA-53-7813-01",0.36,3.5,0.37,3.44199649204523,0.37,3.44202174573516,0.364064304038058,3.46198989749915,"LUAD"
"351","TCGA-53-A4EZ-01",0.47,3.08,0.33,4.46466138907092,0.33,4.46459196830732,0.418164173398151,3.16923544832922,"LUAD"
"352","TCGA-55-5899-01",0.67,2.83,0.66,2.86948523651351,0.66,2.87027653122236,0.669526904430282,2.82984575683872,"LUAD"
"353","TCGA-55-6543-01",0.65,2.27,0.65,2.28530125357481,0.65,2.28530125357481,0.639508363674815,2.26996264882599,"LUAD"
"354","TCGA-55-6642-01",0.37,2.61,0.31,2.76451066461943,0.31,2.76460028632966,0.330251448847786,2.73409930938783,"LUAD"
"355","TCGA-55-6712-01",0.29,3.38,0.23,2.33532153095646,0.23,2.32853817647583,0.263897306444354,3.56197992879582,"LUAD"
"356","TCGA-55-6968-01",0.65,1.72,0.55,1.72306490365737,0.55,1.72270719528545,0.621124656469489,1.77320575060413,"LUAD"
"357","TCGA-55-6969-01",0.25,2.59,0.17,1.98543752199552,0.28,2.52196432370295,0.233552656426082,3.29927542763586,"LUAD"
"358","TCGA-55-6970-01",0.56,1.36,0.36,2.7317589687607,0.35,2.7317589687607,0.450467179608593,2.55389747550551,"LUAD"
"359","TCGA-55-6971-01",0.23,3.28,0.15,2.73654827743725,0.31,2.64684036464713,0.222621586852099,3.41522219143327,"LUAD"
"360","TCGA-55-6972-01",0.83,3.68,0.73,3.478965223099,0.74,3.4789443494517,0.773151713710228,3.51494505676066,"LUAD"
"361","TCGA-55-6975-01",0.46,1.69,0.33,1.76907193901545,0.33,1.76908763225512,0.421107453023834,1.80004040983497,"LUAD"
"362","TCGA-55-6978-01",0.26,2.07,0.21,2.26601621601937,0.21,2.26581213450117,0.226887961045982,2.07756905174744,"LUAD"
"363","TCGA-55-6979-01",0.33,1.73,0.23,1.83422592438631,0.23,1.8348645297993,0.267646844441818,1.99027900726534,"LUAD"
"364","TCGA-55-6980-01",0.31,2.18,0.24,2.24448382854862,0.24,2.24448382854863,0.3,2.11810398956305,"LUAD"
"365","TCGA-55-6981-01",0.26,3.4,0.21,2.5800259730702,0.21,2.58034176979988,0.250705557504472,3.56882993564441,"LUAD"
"366","TCGA-55-6982-01",0.25,2.61,0.23,1.77883465046295,0.23,1.77844065099644,0.241510744444811,2.84030838682687,"LUAD"
"367","TCGA-55-6983-01",0.27,2.05,0.29,2.28856445594519,0.23,2.15361001395502,0.203499088100928,2.28077717163529,"LUAD"
"368","TCGA-55-6984-01",0.81,4.06,0.41,2.05438760339525,0.41,2.05438760339525,0.393608015232729,2.11697390235733,"LUAD"
"369","TCGA-55-6985-01",0.39,1.86,0.28,1.89450273640115,0.28,1.89450273640115,0.310753218545676,2.8184608675544,"LUAD"
"370","TCGA-55-6986-01",0.4,1.96,0.2,1.55740720553936,0.2,1.55740720553936,0.376782951135583,1.87845936845443,"LUAD"
"371","TCGA-55-6987-01",0.16,2.31,0.17,2.28659658291575,0.17,2.28475129253382,0.3,2.25750114826625,"LUAD"
"372","TCGA-55-7284-01",0.4,2.26,0.37,2.27777764819129,0.37,2.27777764819129,0.384294756619811,2.41300035580693,"LUAD"
"373","TCGA-55-7573-01",0.33,3.2,0.26,2.09109214642576,0.26,2.09109214642576,0.450001637777321,1.76635908409354,"LUAD"
"374","TCGA-55-7724-01",0.28,1.74,0.2,1.822641229767,0.19,1.822641229767,0.274836471366756,1.74147471322167,"LUAD"
"375","TCGA-55-7725-01",0.61,2,0.6,2.01562857081689,0.6,2.01562857081689,0.586346362754438,2.0641064863447,"LUAD"
"376","TCGA-55-7726-01",0.26,4.09,0.37,2.33475694280326,0.26,4.02710149013142,0.328219732326321,3.72335630093578,"LUAD"
"377","TCGA-55-7727-01",0.56,1.91,0.36,2.04606228905826,0.36,2.04914999349805,0.311571062957402,3.98956870284312,"LUAD"
"378","TCGA-55-7728-01",0.42,2.01,0.4,2.00457126448222,0.4,2.00453765896627,0.598086252872845,2.03255045365008,"LUAD"
"379","TCGA-55-7815-01",0.29,3.48,0.29,3.45668520430215,0.29,3.45668520430215,0.278080123396284,3.23915003982722,"LUAD"
"380","TCGA-55-7903-01",0.64,1.93,0.43,3.76115715473096,0.43,3.7611489469274,0.618359624999621,1.98828676084945,"LUAD"
"381","TCGA-55-7907-01",0.39,3.56,0.41,3.60386106798547,0.41,3.60097412058076,0.399910300190039,3.69757139485767,"LUAD"
"382","TCGA-55-7910-01",0.58,3.44,0.59,3.54472102035071,0.59,3.54487854407906,0.578791611673941,3.52350851954647,"LUAD"
"383","TCGA-55-7911-01",0.23,4.05,0.2,2.10059087726527,0.2,2.10059087726527,0.360393164147634,2.13553893413181,"LUAD"
"384","TCGA-55-7913-01",0.35,2.94,0.32,2.97994296215429,0.32,2.97994296215429,0.344591585339273,3.07869471892612,"LUAD"
"385","TCGA-55-7914-01",0.56,1.92,0.51,1.91605150038425,0.52,1.91240985036295,0.546650351866495,1.89086918363375,"LUAD"
"386","TCGA-55-7994-01",0.51,3.05,0.52,3.00649479189822,0.52,3.00634138753605,0.511958154792163,3.05368540020151,"LUAD"
"387","TCGA-55-7995-01",0.49,2.53,0.43,2.65398301075106,0.43,2.65329302961472,0.497028466256743,2.72170233630767,"LUAD"
"388","TCGA-55-8085-01",0.56,2.17,0.54,2.1827203426084,0.54,2.1827203426084,0.546901237031129,2.14992775072762,"LUAD"
"389","TCGA-55-8087-01",0.82,1.98,0.79,2.00174633155212,0.79,2.00175400144867,0.798273420305232,2.03138533064974,"LUAD"
"390","TCGA-55-8089-01",0.33,1.8,0.3,1.88837783385948,0.3,1.88834761398946,0.316114414929636,1.85360737048399,"LUAD"
"391","TCGA-55-8090-01",0.41,3.62,0.32,1.63972345383595,0.31,1.63972345383595,0.557006639675505,1.87237137206274,"LUAD"
"392","TCGA-55-8091-01",0.6,2.06,0.44,1.98714854606525,0.44,1.98714854606525,0.408176766329404,4.05017102744511,"LUAD"
"393","TCGA-55-8092-01",0.38,3.24,0.38,3.26498116194487,0.38,3.2646006977203,0.391799324455289,3.28923321026483,"LUAD"
"394","TCGA-55-8094-01",0.79,2.82,0.79,2.88591975076696,0.79,2.88591975076696,0.783812814486075,2.92003325355145,"LUAD"
"395","TCGA-55-8096-01",0.25,2.73,0.25,2.65607452723517,0.25,2.65607452723517,0.241615210124034,2.78083602647491,"LUAD"
"396","TCGA-55-8097-01",0.64,2.06,0.35,1.98683065054116,0.35,1.98678595153208,0.297133185009361,1.91858761917244,"LUAD"
"397","TCGA-55-8203-01",0.38,3.67,0.33,3.69999084018339,0.33,3.69999084018339,0.36802751001636,3.95435321573516,"LUAD"
"398","TCGA-55-8204-01",0.34,1.96,0.31,1.8909401629696,0.31,1.89091161713668,0.332792820919567,1.94089586805503,"LUAD"
"399","TCGA-55-8205-01",0.22,3.33,0.21,2.34894917241364,0.21,2.34920584993553,0.326508322468764,2.97077404665652,"LUAD"
"400","TCGA-55-8206-01",0.46,3.27,0.46,3.27212248213424,0.46,3.27206738829474,0.441923489664229,3.36035963747384,"LUAD"
