"","SampleId","Signature.1","Signature.2","Signature.3","Signature.4","Signature.5","Signature.6","Signature.7","Signature.8","Signature.9","Signature.10","Signature.11","Signature.12","Signature.13","Signature.14","Signature.15","Signature.16","Signature.17","Signature.18","Signature.19","Signature.20","Signature.21","Signature.22","Signature.23","Signature.24","Signature.25","Signature.26","Signature.27","Signature.28","Signature.29","Signature.30","Mode","Sample"
"1691","TCGA-13-0807-01",0,0.217081171811779,0,0,0,0,0.173799221245749,0,0,0,0,0,0,0,0,0,0,0,0.363040790487166,0,0,0,0,0,0,0,0,0,0,0.204859186707139,"Paired","OV"
"1711","TCGA-13-0885-01",0.112384467663092,0,0.617859396566622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10341190922955,0,0,0,0,0.0938341572327871,0,0,0,0,0,0.0658151032578878,"Paired","OV"
"1721","TCGA-13-0887-01",0,0,0.315560464523426,0.0769745106966602,0,0,0,0.094749909254425,0,0,0,0,0.0742842800233873,0,0,0.137210548165399,0,0,0,0,0,0,0,0,0,0,0,0,0.0873261640611313,0,"Paired","OV"
"1731","TCGA-13-0890-01",0.298272485343595,0,0.622473180269189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"1741","TCGA-13-0893-01",0,0,0.438235355543342,0,0,0,0,0,0,0,0,0,0.104160754809453,0,0,0,0,0.136497545866601,0.181467783340334,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"1761","TCGA-13-0897-01",0.172504719157372,0,0.446951628901961,0,0,0,0,0,0,0,0,0,0.127689593820989,0,0,0,0.0628635180236482,0,0,0.0959142295295039,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"177","TCGA-13-0903-01",0,0.12506340133677,0,0.104306124288684,0,0,0.0867449454292272,0,0,0,0,0,0,0,0,0,0,0,0.372728530975499,0,0,0,0,0,0,0,0,0,0,0.233585981209765,"Paired","OV"
"178","TCGA-13-0910-01",0.165066080719998,0,0.196712645630623,0,0.122063679130985,0,0,0,0,0,0,0,0,0,0,0,0,0.142374419051695,0,0,0,0,0,0,0.0608175653436728,0,0,0,0.0678494578693402,0.121102576218926,"Paired","OV"
"179","TCGA-13-0912-01",0.491361829558026,0.0678721088265752,0.237927715489958,0,0.0741018975343407,0,0,0,0,0,0,0,0.0869047873599692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"181","TCGA-13-0924-01",0.0968288010096551,0.0707353616534128,0.480691459206519,0,0,0,0.0661406155978248,0,0,0,0,0,0.0708138764410265,0,0,0,0,0,0,0,0,0,0,0.142371048477794,0,0,0,0,0,0,"Paired","OV"
"1841","TCGA-13-1405-01",0.26796067764278,0.0854611038842771,0,0.12281629207105,0,0,0.0608695990800537,0.108476469599405,0,0,0,0,0.0658985656976111,0,0,0,0,0,0,0,0,0,0,0.126789348272882,0,0,0,0,0,0,"Paired","OV"
"1871","TCGA-13-1481-01",0.0694157492871044,0,0.518869287814169,0.079692845553095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060220193157324,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"1881","TCGA-13-1482-01",0,0,0.194738463467648,0,0,0.149390435231557,0,0.343273202492042,0,0,0,0,0,0.0632149562765476,0,0,0,0.061168476385371,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"1891","TCGA-13-1483-01",0,0,0.472316582009204,0.156784004935581,0,0.0780774669306417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176866275025927,"Paired","OV"
"190","TCGA-13-1488-01",0.0766293687092559,0,0.623505556776408,0,0,0,0,0,0,0,0,0,0.116955774512034,0,0,0,0,0,0.062414085633494,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"1911","TCGA-13-1491-01",0.132096572922856,0.180053491902709,0.402485020460252,0.0836359814673882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"1921","TCGA-13-1497-01",0.198585372453681,0,0.498278382048523,0.147323479273011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686662249627945,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"1931","TCGA-13-1498-01",0.0862343574937339,0,0.381100264969,0.222548517478948,0,0,0,0,0,0,0,0,0,0,0,0.099735752261174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"1941","TCGA-13-1499-01",0.0821694327672566,0,0.630294480010621,0,0,0,0,0.0734048633426284,0,0,0,0,0,0,0,0,0,0,0.12455464342832,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"195","TCGA-13-1506-01",0.357828424158525,0.108636267326157,0,0.100462316877194,0,0,0,0.0604889718367755,0,0,0,0,0,0,0.0812497615649803,0,0,0,0,0,0.120322571904423,0,0,0,0,0,0,0,0,0,"Paired","OV"
"1961","TCGA-13-1507-01",0.191693666734243,0,0.541400018951683,0,0,0.0688699803298689,0,0,0,0,0,0,0,0,0,0,0,0,0.0657690536453056,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"197","TCGA-13-1509-01",0,0,0.174926500138408,0,0.294988267333125,0,0,0,0.0946355721436224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721609526796866,0,0,0,0,0,0.133511286436034,"Paired","OV"
"1991","TCGA-20-1682-01",0.194633264877244,0,0.651115982817056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"200","TCGA-20-1683-01",0.301917428299861,0,0.472361283682733,0,0,0,0,0,0,0,0.0804900685035026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"201","TCGA-20-1684-01",0.0785490454445102,0,0.229151494634933,0,0,0.181843380227523,0,0.0658570932844738,0,0,0,0,0,0,0.0691711105491539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270753915849617,0,"Paired","OV"
"2021","TCGA-20-1685-01",0.162644650450749,0,0.516262180069429,0,0,0,0,0.104122152066289,0,0,0,0,0.0888674387794487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2031","TCGA-20-1686-01",0.355925733942082,0,0.235121018853635,0.0735337353864692,0,0,0,0,0,0,0,0,0.0709747180235565,0,0,0.185519253961997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2041","TCGA-20-1687-01",0.169487480227697,0,0.234137230202642,0.32996215116737,0,0,0,0,0,0,0,0,0,0,0,0.0997110624297012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2071","TCGA-23-1029-01",0,0,0.422569836226582,0.0966618804342819,0,0,0.0907704368338307,0.198390703615631,0,0,0,0,0,0,0.107057942183779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2081","TCGA-23-1111-01",0.383802356711187,0.0993610203296984,0,0.0899263140003478,0.301715644474308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634746251091533,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2091","TCGA-23-1114-01",0,0,0.414753181258715,0,0,0.0786434299290776,0,0.115665710868532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100126500429587,0,0,0,0,0,0.108508062433823,"Paired","OV"
"2141","TCGA-23-1809-01",0.284005125031063,0.0960161859192048,0.145614032999485,0,0,0,0,0,0,0,0,0,0.0979987407910549,0,0.0795203498029085,0,0,0,0,0,0,0,0,0,0,0.111266383332787,0,0,0,0,"Paired","OV"
"2151","TCGA-24-0966-01",0.407892950570633,0.0852943539434585,0,0,0.0707794029788123,0,0,0,0,0,0,0,0,0.0729062167106394,0,0.103557219238629,0,0,0,0,0,0,0,0,0,0,0,0,0.0688807724012086,0,"Paired","OV"
"2161","TCGA-24-0980-01",0.0602962391867379,0.117753191446538,0.377523684540788,0,0,0,0,0,0,0,0,0,0,0,0,0.13055337369913,0,0,0.120588778234642,0,0,0.0618521034369149,0,0,0,0,0,0,0,0,"Paired","OV"
"2171","TCGA-24-0982-01",0.187639878689539,0.131939733630192,0,0,0,0,0,0.176140507673703,0,0,0.133360791767472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299465973997991,"Paired","OV"
"2181","TCGA-24-1103-01",0.0731419351349326,0,0.521308686399757,0.129527361101145,0,0,0,0,0,0,0,0,0.0603353986033736,0,0,0,0,0,0.121451899914843,0,0,0,0.0652441586615437,0,0,0,0,0,0,0,"Paired","OV"
"2191","TCGA-24-1104-01",0,0,0.586267163487795,0.132933759821922,0,0.133611519726178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"220","TCGA-24-1413-01",0.104012193670097,0,0.132556676750388,0.171773383307634,0.312643608695552,0,0,0,0,0,0,0,0.0747366740013891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"221","TCGA-24-1416-01",0.482181694406537,0.161365220018589,0.125671699813724,0,0,0,0,0,0,0,0.0806516968880733,0,0.073336387126884,0.0767933017461924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2221","TCGA-24-1417-01",0,0,0.407361020874097,0.0664644645928432,0,0.0848469246174936,0,0,0.102066040671533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149697068879802,0,0,0,0,0,0,"Paired","OV"
"2231","TCGA-24-1418-01",0.176223535901628,0,0.250858773664697,0,0.236421408753693,0,0,0.120567367543825,0,0,0,0,0,0,0,0,0,0,0.0777735418607064,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2241","TCGA-24-1424-01",0.233599904303441,0,0.129224196131081,0.309014355264927,0,0,0,0,0,0,0,0,0,0,0,0.0855310925144002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"225","TCGA-24-1425-01",0,0.0758432213808303,0.182901206329873,0,0,0,0,0.172163271636212,0,0,0,0,0,0,0,0,0,0.144682211175787,0.151789773989692,0,0,0,0,0,0,0,0,0,0,0.157226220327019,"Paired","OV"
"226","TCGA-24-1427-01",0.148344477502211,0,0,0,0.254151626332579,0,0,0,0,0,0,0,0,0.0684994109020554,0,0,0,0.276555514736671,0,0.0932657195667621,0,0,0,0.126195923963971,0,0,0,0,0,0,"Paired","OV"
"227","TCGA-24-1428-01",0.0915786758166314,0,0.621319154913085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635241902062064,0,"Paired","OV"
"228","TCGA-24-1435-01",0.0857764953439855,0.0615050117717936,0.557169221951579,0,0,0,0,0,0,0,0,0.0698150401805481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103557157489562,0.0713955902971873,"Paired","OV"
"2291","TCGA-24-1436-01",0.182946600943232,0,0.0963496878565763,0,0.107692669399868,0,0.0831818908466309,0,0,0,0,0,0,0,0,0,0,0,0.145981738950604,0,0,0,0,0,0,0,0,0,0,0.126432996109106,"Paired","OV"
"2301","TCGA-24-1463-01",0.11993544988327,0.104872837190919,0.474083185882078,0,0,0,0,0,0,0,0,0,0.156642062442807,0,0,0,0,0,0,0,0,0,0,0.0932310917503282,0,0,0,0,0,0,"Paired","OV"
"2311","TCGA-24-1464-01",0.31406999065176,0,0.276815077115591,0,0.112451326588938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617336299766739,0,0,0,0,0,0.149498662457151,"Paired","OV"
"2321","TCGA-24-1469-01",0.105697697761357,0.0609018734756683,0.536215929689377,0,0,0,0,0,0,0,0,0,0.135615437857939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2331","TCGA-24-1470-01",0.072227126294426,0,0.510673324384282,0,0,0.164338122645691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122092066327021,0,0,0,0,0,"Paired","OV"
"2341","TCGA-24-1549-01",0.175944035602245,0.122415207097057,0,0,0.303758006720244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142456080508365,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2351","TCGA-24-1562-01",0.337484557940788,0,0,0,0,0,0,0,0,0.0724195832524779,0,0,0,0,0,0.359416863026442,0,0,0.185891967929857,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2361","TCGA-24-1563-01",0,0,0.23293929975171,0,0.170494575789674,0.140501246279813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601974992229913,0,0.123337234966769,0,0,0,0,0,0,"Paired","OV"
"2371","TCGA-24-1616-01",0,0,0,0,0.420730737229797,0.162475490148713,0,0,0,0.0987834798785647,0.0786373417997736,0,0.100381490287466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2381","TCGA-24-1842-01",0.243223863105283,0.0711362697757598,0,0.0696365070447517,0,0,0,0.238266943381622,0,0,0,0,0,0,0,0,0,0,0.126291733931052,0,0,0,0,0,0,0,0,0,0.136033336158716,0,"Paired","OV"
"2391","TCGA-24-1843-01",0.258113848844079,0,0.278294605890398,0,0,0,0,0.262023718410142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2401","TCGA-24-1844-01",0.137250740598712,0,0.472221198802641,0.137304638570361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080882138339851,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2411","TCGA-24-1845-01",0.0739482539465165,0,0.305430209809014,0.21280959012772,0,0,0,0.0743813971062482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909741608909279,0,"Paired","OV"
"2421","TCGA-24-1846-01",0,0,0.591953940606544,0,0,0.0960043441643033,0,0.0757075573693165,0,0,0,0,0,0,0,0,0,0.0654588130830392,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2431","TCGA-24-1847-01",0,0,0.577047378969856,0,0,0,0.0666950387086108,0,0,0,0,0,0,0,0,0,0,0,0.0837542451346063,0,0,0,0,0,0.0750176732279484,0,0,0,0.104731762761521,0,"Paired","OV"
"2441","TCGA-24-1850-01",0.437968727314484,0,0.30922831282819,0,0,0,0,0,0,0,0,0,0,0.0941656288833388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2451","TCGA-25-1315-01",0.0892443659610552,0,0.525437080184771,0,0,0,0,0,0.0697793216385341,0,0,0,0,0,0,0,0,0,0.0824231620089803,0,0,0,0,0.135705767829715,0,0,0,0,0,0,"Paired","OV"
"2461","TCGA-25-1316-01",0.522040278069249,0,0,0,0,0,0.10257328350108,0,0,0,0,0.120341592792671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121906070188232,0,"Paired","OV"
"2471","TCGA-25-1322-01",0.241378869239113,0.181034625140365,0,0,0.315508098286139,0,0,0.0650743156943023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120337925466621,0,"Paired","OV"
"2481","TCGA-25-1323-01",0.212279239969594,0.131478407207317,0.255012949781703,0,0,0,0,0,0,0,0,0,0.111234983384867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752303226317259,"Paired","OV"
"2491","TCGA-29-1690-01",0.114914264828865,0,0,0,0.0972315668676295,0,0,0.116563523046285,0,0,0.061238570051752,0,0,0,0,0,0,0,0,0,0,0,0,0.140194912640762,0.208503718575702,0,0.0606689646318698,0,0,0,"Paired","OV"
"2501","TCGA-29-1691-01",0.140336596131561,0,0.556420333680318,0.103149760539249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2511","TCGA-29-1693-01",0.0702028099604471,0,0.429884120430237,0.0767681156019467,0,0,0,0,0,0,0,0.068426678019457,0,0,0,0,0,0,0.130783103901136,0,0,0,0,0,0.0973345156430669,0,0,0,0,0,"Paired","OV"
"2521","TCGA-29-1694-01",0.186556172363328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137160370388233,0,0.274909420565585,0,0,0,0,0,0,0.174584378672983,0,0,0,0.0874159344200397,0.103789090099196,"Paired","OV"
"2531","TCGA-29-1695-01",0.449055257403122,0,0,0,0.354959324964613,0,0,0,0,0,0,0,0,0,0,0,0,0.086206525605029,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2541","TCGA-29-1696-01",0.0886613532228161,0,0.608125796471556,0.210403275150805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2551","TCGA-29-1697-01",0.535872963910025,0,0.151645907408768,0.199113430542039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2561","TCGA-29-1698-01",0.141794889748716,0,0.434667298801051,0.0951969510916398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858280541755582,0,0.0744123362776775,0,0,0.101156757878582,0,0,0,0,0,0,"Paired","OV"
"2571","TCGA-29-1699-01",0.448648640624163,0,0.480716831053678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2581","TCGA-29-1701-01",0.324099848242869,0,0.186588075945712,0,0,0,0,0,0,0,0,0.0708560160907956,0,0,0,0,0,0.0752966341276694,0,0,0,0,0,0.0995322641069127,0,0,0,0,0,0,"Paired","OV"
"2591","TCGA-29-1702-01",0.283818168375469,0.115140431439052,0,0,0.266804373971088,0,0.0820865345085458,0,0,0,0,0,0,0,0.123283968251936,0,0,0,0,0,0,0,0,0.0635645505032831,0,0,0,0,0,0,"Paired","OV"
"2601","TCGA-29-1703-01",0.504566397845325,0,0.417855721858933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2611","TCGA-29-1705-01",0,0,0.406313825942388,0,0,0,0.0974270242564141,0,0,0,0,0,0,0,0,0.110286102575848,0,0,0,0,0,0,0,0,0,0,0,0,0.235879707621163,0,"Paired","OV"
"2621","TCGA-29-1707-01",0,0,0.167324302684281,0.23025148926439,0,0,0,0.10728656756656,0,0,0,0,0,0,0,0,0,0,0.0945036867830906,0.071882802601893,0,0.0622087104534499,0,0,0.11345840809542,0,0,0,0,0,"Paired","OV"
"2631","TCGA-29-1711-01",0,0,0.634929175756693,0,0,0,0.0852049358389041,0,0,0,0,0,0,0,0.0627116652473587,0,0,0,0,0,0,0,0,0.121605139985656,0,0,0,0,0,0,"Paired","OV"
"264","TCGA-29-1761-01",0.171486757197894,0.0703893029165016,0.515425758146698,0,0,0,0,0.0806889835547058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2651","TCGA-29-1762-01",0.0694510340240596,0,0.513960418107015,0.153486831151041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12529756671017,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2661","TCGA-29-1763-01",0,0,0.249924381927011,0,0.235533370511338,0,0,0,0,0,0,0,0,0.114203674999779,0,0,0,0.149908771495528,0,0,0,0,0,0,0,0,0,0,0.0798339464516715,0,"Paired","OV"
"2671","TCGA-29-1764-01",0,0,0.476738363883017,0,0,0.0722957524410195,0,0,0,0,0,0,0.112226662269615,0,0,0,0,0,0.065924874820922,0,0,0,0,0,0,0,0,0,0.0854764214252849,0,"Paired","OV"
"2681","TCGA-29-1766-01",0.225175402679742,0.0857270922970877,0,0,0,0,0.0620321962552991,0.267442572163755,0,0,0,0,0,0,0,0,0,0,0.108286228875217,0,0,0,0,0,0,0,0,0,0.0681935047466281,0.0988631826256393,"Paired","OV"
"2691","TCGA-29-1768-01",0,0,0.248572771190648,0,0.174386406218616,0,0,0,0.0666772207612762,0,0,0,0,0,0,0,0,0.11251107173428,0,0,0,0,0,0.0618133534211032,0,0.0830936480599686,0,0,0.0686284992960514,0,"Paired","OV"
"2701","TCGA-29-1769-01",0,0,0.635449882498868,0,0,0.0933735643545242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615685637931446,0.0762757890470373,0,0,0,0,0,"Paired","OV"
"2711","TCGA-29-1770-01",0.0647365457951684,0.0980089282538455,0.117331187376174,0,0.301803360228113,0,0.114626129127742,0,0,0,0,0,0,0,0,0,0,0.069737047869422,0,0,0,0,0,0,0,0,0,0,0,0.0855808446353448,"Paired","OV"
"2721","TCGA-29-1774-01",0.110869969832587,0,0.164382898839477,0,0,0,0,0,0,0,0.067682446810898,0,0,0,0,0,0,0,0,0,0,0,0,0.0807947871222486,0,0,0,0,0.43305864380238,0,"Paired","OV"
"2731","TCGA-29-1775-01",0.130430484874452,0,0.409536700429085,0,0,0,0,0.230466218496756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134067755696001,"Paired","OV"
"2741","TCGA-29-1776-01",0.189869481073301,0,0.463676173748778,0,0,0,0.122425954067749,0,0,0,0,0,0,0,0,0,0,0.104924154690733,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2751","TCGA-29-1777-01",0,0,0.370794124291584,0.228737957926772,0,0.0810435826197977,0,0.0899945092540594,0,0,0,0,0,0,0,0.0874249959788049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2761","TCGA-29-1778-01",0.315346480024104,0,0.255242081915149,0,0,0.184770109715911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708710437122259,0,0,0,0,0,0,"Paired","OV"
"2771","TCGA-29-1781-01",0,0,0.465742805310246,0.152395165076045,0,0,0.0830544298021866,0,0,0,0,0,0,0,0,0,0,0,0,0.0636199657546861,0,0,0,0,0,0,0,0,0.169338769974244,0,"Paired","OV"
"2781","TCGA-29-1783-01",0.47096148192549,0,0.427935734034532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2791","TCGA-29-1784-01",0,0,0.457127794515805,0.137654429360487,0,0,0.0970142037684829,0,0,0,0,0,0,0,0,0.0658177338011958,0,0,0,0,0,0,0,0,0,0,0,0,0.0601792144640206,0,"Paired","OV"
"2801","TCGA-29-1785-01",0.173108319768254,0,0.475088449957696,0,0,0,0.0941251104153683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2811","TCGA-30-1714-01",0.295257317993326,0,0.330278450179812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628887790725698,0,0,0,0,0.181079342149238,0,"Paired","OV"
"2821","TCGA-30-1718-01",0.115256619687377,0.0714139709211195,0.523948972972403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067872150433789,0,0,0,0,0,0,"Paired","OV"
"2831","TCGA-30-1855-01",0.101883742248836,0.0815661636756424,0.569217589290006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2841","TCGA-30-1856-01",0.423703241247583,0.063486637053137,0.185784170301773,0,0.184952898015992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126354729222574,0,"Paired","OV"
"2851","TCGA-30-1857-01",0.072916111507479,0,0.398587889382964,0.119554294887326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837367191346522,0.069183765391177,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2861","TCGA-57-1586-01",0,0,0.27326739982865,0,0.0614176527797972,0,0,0,0.125567021833718,0,0,0,0,0,0.165280155843247,0.0660231931057464,0,0,0,0,0.105606708021159,0,0,0.0606283011464056,0,0,0,0.142209567441277,0,0,"Paired","OV"
"2871","TCGA-61-1722-01",0.253226080996054,0,0.450575496517949,0,0,0,0,0,0,0,0,0,0.165528110333169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"288","TCGA-61-1725-01",0,0,0.372119814815747,0,0,0,0,0.155867958095324,0.0661942347786277,0,0,0,0,0,0,0,0,0,0,0,0,0.0657379866294035,0,0,0,0,0,0,0.186920081726776,0.0614982991569361,"Paired","OV"
"2891","TCGA-61-1727-01",0.102688991040017,0,0.515385823300656,0,0,0.0629790150989109,0,0,0,0,0,0,0.103008020111555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2901","TCGA-61-1730-01",0.101557487003577,0,0,0,0,0,0,0.220202540245222,0.0997222953626198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211804665579306,0,0.12184122453947,0,0.103130985304472,0,"Paired","OV"
"2911","TCGA-61-1733-01",0.334069974876515,0,0,0.117014279215286,0.116661773634487,0,0,0.0889037430892167,0,0,0,0,0,0,0,0.123056615152776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740154299173074,"Paired","OV"
"2921","TCGA-61-1737-01",0,0,0.29747612126801,0,0,0,0,0.142078187052729,0,0,0,0,0,0,0,0,0,0.213894140242388,0,0,0,0,0,0,0,0,0,0,0.238627427425729,0,"Paired","OV"
"2931","TCGA-61-1738-01",0.445638914249403,0.0832739340019592,0,0,0.186886043984337,0,0,0.0685496783541776,0.10436399039396,0,0,0,0.0656365903220492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2941","TCGA-61-1740-01",0.0999287651868945,0,0.636557848195108,0,0,0,0,0,0,0,0,0,0.0843999129588758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2951","TCGA-61-1741-01",0.549534881059795,0,0,0.24969572797059,0,0.121554853881015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2961","TCGA-61-1895-01",0.0894672006965267,0,0.278491767939868,0,0,0,0.0623094201462411,0,0,0,0,0,0.0661360143671324,0,0,0,0,0.118949136372355,0.0813530623195639,0,0,0,0,0,0,0,0,0,0.198406622700761,0,"Paired","OV"
"2971","TCGA-61-1899-01",0.336437598299996,0,0,0,0.10891518062868,0,0.0771366758399154,0.169986100849366,0,0,0,0,0,0,0,0,0,0.094337721793081,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2981","TCGA-61-1900-01",0.141231438230084,0,0.574625543591977,0.0813019999161094,0,0,0,0.122600696637741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"2991","TCGA-61-1901-01",0,0,0.0866948572774168,0.358061552911247,0,0.0826021420126778,0,0,0,0,0,0,0,0,0,0.0843096179843617,0,0,0.206671689393363,0,0,0,0,0,0,0,0,0,0,0,"Paired","OV"
"3001","TCGA-61-1903-01",0.065692218959647,0,0.676200972909987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913778027449069,0,"Paired","OV"
"3011","TCGA-61-1904-01",0,0.147145196660148,0,0,0,0,0,0.198746244015299,0,0,0,0,0,0,0,0,0,0,0.251100675774644,0,0,0,0,0,0,0,0,0,0,0.257380084703407,"Paired","OV"
"3021","TCGA-61-1906-01",0,0,0.507674367990249,0,0,0,0,0,0,0,0.0738384966382346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14492111469324,0,"Paired","OV"
