"","SampleId","Signature.1","Signature.2","Signature.3","Signature.4","Signature.5","Signature.6","Signature.7","Signature.8","Signature.9","Signature.10","Signature.11","Signature.12","Signature.13","Signature.14","Signature.15","Signature.16","Signature.17","Signature.18","Signature.19","Signature.20","Signature.21","Signature.22","Signature.23","Signature.24","Signature.25","Signature.26","Signature.27","Signature.28","Signature.29","Signature.30","Mode","Sample"
"2952","TCGA-55-A491-01",0,0,0.0679425876356491,0.542909469012815,0,0.104605350699339,0,0,0,0,0,0,0.0611276563835168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"2962","TCGA-55-A492-01",0.121278393962157,0,0,0.355726945247905,0.16979182502988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"2972","TCGA-55-A493-01",0.0760368592263742,0.143119348514511,0,0.498173886704083,0,0,0,0,0,0,0,0,0.0722793597554386,0,0,0,0,0,0,0,0,0,0,0,0.0879721227617329,0,0,0,0,0,"Tumor-only","LUAD"
"2982","TCGA-55-A494-01",0.19958879319772,0,0,0,0,0.119991921708738,0.063709996203589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275909464563498,0,0.0690778156266599,0,0,0.097847148223014,0,"Tumor-only","LUAD"
"2992","TCGA-55-A4DF-01",0,0.238305727754563,0.11366882911466,0.0711193788602041,0,0,0.116158223415671,0,0,0,0,0,0.299332279318179,0,0,0,0,0,0,0,0,0,0,0.0669311631122758,0,0,0,0,0,0,"Tumor-only","LUAD"
"3002","TCGA-55-A4DG-01",0,0,0,0.805068605004338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812115601521894,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3012","TCGA-55-A57B-01",0.408879914250196,0,0,0,0.222858516592306,0,0.106801823529893,0,0,0,0,0,0,0,0,0,0,0,0,0.0666198818260538,0,0,0,0.174003589895516,0,0,0,0,0,0,"Tumor-only","LUAD"
"3022","TCGA-62-8394-01",0.258542121081761,0,0.305315902918267,0,0,0,0,0,0,0,0,0,0.0992904182978957,0,0,0,0,0,0,0,0,0,0,0.147978584478092,0,0,0,0,0,0,"Tumor-only","LUAD"
"3032","TCGA-62-8395-01",0.266991472738711,0,0,0,0.268252840308093,0.155641277760842,0.11932331028752,0,0,0,0,0,0.122430100396691,0,0,0,0,0,0,0,0.0625168504501541,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3042","TCGA-62-8397-01",0.315762974489083,0,0.184135897712521,0,0,0.197415099092926,0,0,0,0,0,0,0,0,0,0,0,0,0.198632211317027,0,0,0,0,0,0,0,0,0,0,0.0639570203087588,"Tumor-only","LUAD"
"3052","TCGA-62-8398-01",0.294446778914858,0,0.188503882318427,0.250343829412654,0,0,0,0,0,0,0.117552182322526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754622351330649,0,0,0,0,"Tumor-only","LUAD"
"3062","TCGA-62-8399-01",0,0.125634476203232,0,0.352461898308139,0,0.127787598355086,0,0,0,0,0,0,0.199938014379666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3072","TCGA-62-8402-01",0.388545023071883,0,0.318390650298155,0,0,0,0,0,0,0,0,0,0,0,0,0.21932319027051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3082","TCGA-62-A46O-01",0.0746162302155547,0,0,0.687854434672345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3092","TCGA-62-A46P-01",0,0,0,0.512208374196702,0,0.21788748323981,0,0,0,0,0,0,0,0,0,0.0804000927603759,0,0.1087809031755,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3102","TCGA-62-A46R-01",0.210730456532055,0.142828941905873,0,0.380431937481167,0,0,0,0,0,0,0,0.0870272872795583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3112","TCGA-62-A46S-01",0.253912593723799,0.0799009127851531,0,0.279174759183291,0.0893363535905836,0,0,0,0,0,0,0,0,0.0984424784866288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3122","TCGA-62-A46U-01",0.254882417299669,0,0.185339182810079,0.236571993277421,0.0721612507857405,0.0785020803106244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3132","TCGA-62-A46V-01",0.332263018022265,0,0.352470002454553,0,0,0,0.0810770519332223,0,0,0,0,0.132751150370879,0,0,0,0,0,0,0,0.0628000047870667,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3142","TCGA-62-A46Y-01",0.529950599018773,0,0.169234520293792,0.100203466916221,0,0,0.117169994634664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834414191365495,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3152","TCGA-62-A470-01",0.289694562041677,0,0.182543578923964,0.0857467760989046,0.0665030873030126,0.0993831296062171,0,0,0,0,0.0637816988969531,0,0,0,0,0,0,0,0,0,0,0,0,0.0683363092284404,0.0865553268452341,0,0,0,0,0,"Tumor-only","LUAD"
"3162","TCGA-62-A471-01",0.282514497925337,0.251927096502909,0.217163392582167,0,0,0,0,0,0,0,0,0,0.178693188456224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3172","TCGA-62-A472-01",0.211088386479744,0,0.353520493635228,0,0,0,0,0,0,0,0.120124309212032,0,0,0,0,0,0,0,0.136982426543437,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"3202","TCGA-64-1677-01",0.0979089912265075,0,0.219865118508218,0.124946590298226,0,0,0.123321629196496,0,0,0,0,0,0.189165599645662,0,0,0,0,0,0,0,0,0,0,0.0998685703195432,0,0,0,0,0,0,"Tumor-only","LUAD"
"3222","TCGA-64-1679-01",0,0,0,0.716043240315213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179527068255889,0,"Tumor-only","LUAD"
"325","TCGA-64-1681-01",0.20293108512399,0.146325777297132,0.210002528400929,0.0624691611734375,0,0.0777536444164054,0.0656093325807465,0,0,0,0,0,0,0,0,0,0.0880827525339826,0,0,0,0,0,0,0.0666225896878619,0,0,0,0,0,0,"Tumor-only","LUAD"
"326","TCGA-64-5774-01",0.0736735668220525,0,0.0656225099691997,0.132977411952804,0.118845942438895,0.133751976731523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127467062751341,0,0,0,0.0668418840702184,0,0,0,0,0.137310874749126,0,"Tumor-only","LUAD"
"327","TCGA-64-5775-01",0,0,0,0.704212908373704,0,0.141470852501596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653160640994671,0,0,0,0,0,0,"Tumor-only","LUAD"
"328","TCGA-64-5778-01",0,0,0.0931343705547659,0.6298349921139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"329","TCGA-64-5779-01",0.122070736251902,0,0,0.594955229325076,0,0,0,0,0,0,0,0,0,0.071136033243836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117183219601333,0,"Tumor-only","LUAD"
"330","TCGA-64-5781-01",0,0.0804702090876651,0,0.707011245751318,0.0688798197857113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"331","TCGA-64-5815-01",0.16735683380908,0,0,0.567843320358768,0,0,0,0.0778005321056643,0,0,0.0896943468067993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"336","TCGA-67-3772-01",0.36437094379352,0,0.122117182993065,0,0,0.128229740831517,0,0,0,0,0,0,0.119510924813503,0,0,0,0,0,0,0,0,0,0.0812244903823433,0.128874547578936,0,0,0,0,0,0,"Tumor-only","LUAD"
"340","TCGA-67-4679-01",0,0,0,0.572539576469482,0.1681528056155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941169206591614,"Tumor-only","LUAD"
"341","TCGA-67-6215-01",0,0,0,0,0,0.175142323959578,0,0,0,0,0,0,0,0,0,0,0.404790731377112,0,0,0,0,0,0,0,0,0,0,0.274060597768523,0,0,"Tumor-only","LUAD"
"342","TCGA-67-6216-01",0,0,0,0,0,0.113636791150365,0.094628317770768,0,0,0,0,0,0.18146238313289,0,0.133247968700589,0.118438341350442,0,0.0847138175972707,0,0,0,0,0,0,0,0,0,0,0,0.228253894230885,"Tumor-only","LUAD"
"343","TCGA-67-6217-01",0.108069272338241,0,0,0.446657080052793,0,0,0,0,0,0,0,0,0,0,0.107324899480051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"344","TCGA-69-7760-01",0.342562753383149,0.0821557382043936,0.229693844292799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21827261586612,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"345","TCGA-69-7761-01",0.331361680520552,0,0,0.0940447072972932,0,0,0,0,0,0,0.110369541240793,0,0,0,0,0,0,0,0,0,0.147173685993373,0,0,0,0,0,0,0,0.187659760301357,0,"Tumor-only","LUAD"
"346","TCGA-69-7763-01",0.0940715631191205,0,0.171990549430718,0.163381262615999,0.0844678683452327,0.311330016287031,0,0,0,0,0,0,0,0,0.0877348887499299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"347","TCGA-69-7764-01",0.121750432123787,0,0.140239830635735,0.116872432897237,0,0.380704566661034,0,0,0,0,0,0,0,0,0.0729736025229886,0,0,0,0,0,0,0,0,0.130679979775283,0,0,0,0,0,0,"Tumor-only","LUAD"
"348","TCGA-69-7765-01",0,0,0,0.720795372724644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"349","TCGA-69-7973-01",0,0,0,0.594539456456991,0,0.156969164957848,0,0,0,0,0,0,0,0,0,0,0,0.110318596721949,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"350","TCGA-69-7974-01",0,0,0,0.685665312418244,0,0.128717156647145,0,0,0,0,0,0,0,0,0,0,0,0.0849490825901056,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"351","TCGA-69-7978-01",0,0.0762328599611641,0,0.661474471960817,0,0,0,0,0,0,0,0,0.133916614819981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"352","TCGA-69-7979-01",0,0,0,0.844495714363248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727674260201439,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"353","TCGA-69-7980-01",0.0699681229705911,0,0,0.538937048691562,0,0,0,0,0,0,0,0,0.130816326518785,0,0,0.075919675281197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"354","TCGA-69-8253-01",0.148950997023696,0.0634817069508666,0.1999643980737,0.203737556325892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232046815250091,0,0,0,0,0,0,"Tumor-only","LUAD"
"355","TCGA-69-8254-01",0.294812286290935,0,0.0905066494982491,0.219409664541171,0,0,0,0,0,0,0,0,0,0,0,0.102251412680894,0,0,0.108913186300557,0.086667687554811,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"356","TCGA-69-8255-01",0.162894772098403,0,0,0.30012643727951,0.338397010490473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"358","TCGA-71-6725-01",0.444093049926742,0,0,0,0.0897297280574143,0,0,0,0,0,0,0,0,0,0,0,0,0.0804253292587085,0,0.0806136364689434,0,0,0,0,0,0,0,0,0,0.125404373446954,"Tumor-only","LUAD"
"359","TCGA-73-4658-01",0,0.204038491701666,0.07012268832839,0.354168320822451,0,0.0667720312549816,0.0648324551687502,0,0,0,0,0,0.141580893724659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"360","TCGA-73-4659-01",0.101616676800136,0,0,0.753004959340873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"361","TCGA-73-4662-01",0.114106311864198,0,0.0605652301035627,0.505467554754842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093219238230759,0,0,0,0,0,0,"Tumor-only","LUAD"
"362","TCGA-73-4666-01",0,0,0,0.688547388985661,0,0.125423075412339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"363","TCGA-73-4668-01",0,0,0,0.688223076063735,0,0.120304246185387,0,0,0,0,0,0,0,0,0,0.0875784461954635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"364","TCGA-73-4670-01",0,0,0,0.567316193187933,0,0,0.0723942703121067,0,0,0,0,0,0,0,0,0.075799903730299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"365","TCGA-73-4675-01",0.193638048427358,0,0.103685896793669,0.221689308299006,0,0.061413488030639,0,0,0,0,0,0,0,0,0,0,0.0624256347714366,0,0,0,0,0,0,0,0,0,0,0,0,0.217046826503744,"Tumor-only","LUAD"
"366","TCGA-73-4676-01",0.203823464594298,0,0,0.110728192940366,0.237159861915467,0,0,0,0,0,0,0,0,0,0,0.0606367688097138,0,0,0,0.172334192684348,0,0.0763874431463815,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"367","TCGA-73-4677-01",0.0785262464632532,0,0,0.373130040056434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623093206977186,0.107921442446507,0,0,0,0,0,0,0,0,0,0.259270522068775,0,"Tumor-only","LUAD"
"368","TCGA-73-7498-01",0,0,0.230041157518835,0,0,0.174201082620128,0.0619695275068556,0,0,0,0,0,0,0,0,0.131380069027264,0,0,0.0947599301415167,0,0,0,0,0.138563424757022,0,0,0,0,0,0,"Tumor-only","LUAD"
"369","TCGA-73-7499-01",0.22400248419531,0,0.118655087458988,0,0.134932073696147,0,0,0,0,0,0,0,0.10583478513137,0,0.0817076550094584,0.283277532429757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"370","TCGA-73-A9RS-01",0,0,0.060662820615362,0.769810675131454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"371","TCGA-75-5122-01",0,0.0626676723373279,0.226579637186305,0.257786711814398,0,0.0789993312161251,0.0737319938000876,0,0,0,0,0,0.0778467103986672,0,0,0.075314730123914,0,0,0,0,0,0,0,0,0,0,0,0,0.100152892825402,0,"Tumor-only","LUAD"
"372","TCGA-75-5125-01",0.101487074593676,0.112518780185208,0.117986161987373,0.267334666513986,0,0,0,0,0,0,0,0,0.135411043795564,0,0,0,0,0,0,0.0787894507196136,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"373","TCGA-75-5126-01",0,0.096194447529748,0,0.577180990322555,0,0,0,0,0,0,0,0,0.126025831614393,0,0,0,0,0.0620461190614183,0,0.117079773971147,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"374","TCGA-75-5146-01",0,0,0.0955507240579287,0.497449921812023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213815253477554,0,0,0,0,0,0,0,0,0.0811603302914612,0,"Tumor-only","LUAD"
"375","TCGA-75-5147-01",0.392156556219883,0,0.551281121284918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"376","TCGA-75-6203-01",0.592401514781214,0,0.120327399262908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225803167028837,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"377","TCGA-75-6205-01",0,0.0710280073513888,0.331902191605821,0,0.0611711391031143,0.137709781933579,0,0,0,0.0923583044738779,0,0.152069495539617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"378","TCGA-75-6206-01",0.130694174362861,0,0.363568001133041,0.127053811088865,0,0,0.0671256784823883,0,0,0,0,0,0,0.130717893382347,0,0,0,0,0,0,0,0,0,0,0.0951069706658237,0,0,0,0,0,"Tumor-only","LUAD"
"379","TCGA-75-6207-01",0.216818089903626,0.070730797775698,0,0,0,0.313750326800313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162601165648883,0,0,0,0,0,0,"Tumor-only","LUAD"
"380","TCGA-75-6211-01",0,0,0.124321314535321,0.565078411509274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803728695699183,0,0,0,0,0,0,0,0,0.100336831893672,0,"Tumor-only","LUAD"
"381","TCGA-75-6212-01",0.210487411695552,0,0.314178493238846,0,0,0,0,0,0,0,0.144441952543214,0,0,0,0,0,0.0970628315731363,0.0847540681129319,0,0.147925218361951,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"382","TCGA-75-6214-01",0.0893276370449217,0.0604124655817499,0.099018738177005,0.325680767223918,0,0,0.0618226971510188,0,0,0,0,0,0.151088238986436,0,0,0,0,0,0,0,0,0,0,0.119150291805485,0,0,0,0,0,0,"Tumor-only","LUAD"
"383","TCGA-75-7025-01",0.435091137980279,0,0,0,0,0,0,0,0,0,0.159837738501661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892712567003824,0,0,0.221045051955099,0,"Tumor-only","LUAD"
"384","TCGA-75-7027-01",0.131482943510934,0,0,0.610803561991046,0,0,0,0,0,0,0,0.0611811731515493,0,0,0,0,0,0.102187383531075,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"386","TCGA-75-7031-01",0.0751951154741253,0,0.0993108336626686,0.452734316974624,0,0,0,0,0,0,0,0.0797397481783178,0.0772977346906556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"387","TCGA-78-7145-01",0,0,0,0.691559195820347,0,0.113990915251475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941948531964354,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"388","TCGA-78-7146-01",0,0,0,0.536899778780481,0,0.120377512439504,0,0,0,0,0,0,0.10105733855278,0,0,0,0,0,0,0.0759304781575122,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"389","TCGA-78-7147-01",0.153214899363929,0,0.192717990174981,0.32707383828572,0,0,0,0,0,0,0,0,0.063163359246234,0,0,0,0,0,0,0.106391660814676,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"390","TCGA-78-7148-01",0.116091645932373,0,0,0.449845062507894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715618810994871,0.0761008664522556,0,0,0.0786607051270537,0,0,0,0,0.0603346731311656,0,"Tumor-only","LUAD"
"391","TCGA-78-7149-01",0.0728765950395053,0.152802599835298,0.147323830612015,0.093767504765575,0,0,0.0941270758189451,0,0,0,0,0,0.216044541448876,0,0,0,0,0,0,0,0,0,0,0.0788464604827049,0,0,0,0,0,0,"Tumor-only","LUAD"
"392","TCGA-78-7150-01",0,0.119023907203856,0.100499512777669,0.33252804147128,0,0.0819509492695114,0,0,0,0,0,0,0.132067891209956,0,0,0.0907004050979897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683594270518144,"Tumor-only","LUAD"
"393","TCGA-78-7152-01",0.0732140117806308,0.137372144602074,0,0.257460412682752,0,0,0.0708239728532344,0,0,0,0.0601026559546364,0,0.174044261734044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12872089781495,0,"Tumor-only","LUAD"
"394","TCGA-78-7153-01",0.187887245486937,0,0,0,0.067436470164297,0.136332201722579,0,0,0,0,0.0713735832125881,0,0.168109677247626,0,0,0,0,0,0,0,0,0.111224714689656,0,0.116038804391781,0,0,0,0,0,0,"Tumor-only","LUAD"
"395","TCGA-78-7154-01",0.134317438388049,0.138351194769933,0.102457330904037,0.0993052964174313,0,0.0983812335131937,0,0,0,0,0.090372019244923,0,0.165279520727869,0,0,0.0671844261373847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"396","TCGA-78-7155-01",0,0,0,0.683185036238085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"397","TCGA-78-7156-01",0,0.239441938400613,0.0791745792416241,0.11948818423819,0,0,0.0662883876419936,0,0,0,0,0,0.151816086771774,0,0,0,0,0,0,0,0,0,0,0.192984002909808,0,0,0,0,0,0,"Tumor-only","LUAD"
"398","TCGA-78-7158-01",0.0719454901718231,0.100785621488227,0,0.450427445198082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750913596246002,0,0.206321425807011,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"399","TCGA-78-7159-01",0,0,0,0.703758612909888,0,0.0738227516985687,0,0,0,0,0,0,0,0,0,0,0,0.0841255033333236,0,0,0,0,0,0.0718967772484216,0,0,0,0,0,0,"Tumor-only","LUAD"
"400","TCGA-78-7160-01",0,0,0,0.636343700567821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231715626863225,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"401","TCGA-78-7161-01",0,0,0,0.301733823587403,0,0.1331695390589,0.067789232019094,0,0,0,0,0,0,0,0,0.0639269222625856,0,0,0,0.1132390854078,0,0,0,0.0838567598236467,0,0,0,0,0,0.0853317677002255,"Tumor-only","LUAD"
"402","TCGA-78-7162-01",0.136653985083521,0.105105138831998,0.119762584366296,0.310286785376074,0,0,0,0,0,0,0,0,0,0,0,0.124045102120407,0,0,0.114403271992132,0.0656050283820216,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"403","TCGA-78-7163-01",0,0,0,0.359067369502674,0,0.084591908113002,0,0,0,0,0,0,0,0,0,0,0,0.10417560765771,0,0.253034309522065,0,0,0,0.199130805204549,0,0,0,0,0,0,"Tumor-only","LUAD"
"404","TCGA-78-7166-01",0,0,0,0.583559734632976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704913401466164,0,0.170792149959484,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"405","TCGA-78-7167-01",0.168766819234449,0.119720576357535,0.12141316626078,0.213431672995606,0,0,0,0,0,0,0,0,0.114002214651801,0,0,0,0,0.0767512489388242,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"406","TCGA-78-7220-01",0,0,0,0.603814317049784,0,0,0.071610700621158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"407","TCGA-78-7535-01",0,0,0.141682810780046,0.106830210058667,0.136567512183794,0,0,0,0,0,0,0,0,0,0,0,0.0830635586894653,0,0.0798776366866717,0,0,0,0,0.157034632338037,0.0663193410484533,0,0,0,0.117351915470032,0,"Tumor-only","LUAD"
"408","TCGA-78-7536-01",0,0,0,0.667770479797677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120756748055021,0,0,0,0.122623227257284,0,0,0,0,0,0,"Tumor-only","LUAD"
"409","TCGA-78-7537-01",0,0.121027109987072,0.0713158216852136,0.434175443191555,0.0850301546513207,0.168764218228277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628067206776034,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"410","TCGA-78-7539-01",0.124681816321095,0.11763659562745,0.135680805100914,0.0886251792313494,0,0,0,0,0,0,0,0,0.38909547278947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"411","TCGA-78-7540-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364499851953557,0,0.0858086977019049,0,0,0,0.549691450344538,0,0,0,0,0,0,"Tumor-only","LUAD"
"412","TCGA-78-7542-01",0.118017165355958,0,0,0.701841197681887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608226463918545,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"413","TCGA-78-7633-01",0,0,0,0.246296992711348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295546150177935,0,0.25596337349398,0,0,0,0.202193483616737,0,0,0,0,0,0,"Tumor-only","LUAD"
"414","TCGA-78-8640-01",0,0.065921816150414,0.159959555889512,0.511262974132311,0,0.0668302790158688,0,0,0,0,0,0,0.0729667419625397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"416","TCGA-78-8655-01",0.169260638726954,0,0.139873449290556,0.279020333407758,0,0.103957667419259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893096394412388,0,0,0,0,"Tumor-only","LUAD"
"417","TCGA-78-8660-01",0.0724466368895,0.0702216504563078,0.203820497690582,0.296161695665662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07003343486449,0,0,0,0,0,"Tumor-only","LUAD"
"418","TCGA-78-8662-01",0,0,0,0.738356157692811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617815169884083,0,0,0,0,"Tumor-only","LUAD"
"419","TCGA-80-5607-01",0.111560765174674,0.279347500113584,0.0801682164776418,0,0,0,0,0,0,0,0,0,0.363004813408549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"420","TCGA-80-5608-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418342148512461,0,0,0,0,0,0.53378971391184,0,0,0,0,0,0,"Tumor-only","LUAD"
"421","TCGA-80-5611-01",0,0,0,0.335505590286238,0,0,0,0,0,0,0,0.113665279987594,0,0,0,0,0,0,0,0,0,0,0,0,0.0695821272269845,0,0,0,0,0.181442979085451,"Tumor-only","LUAD"
"422","TCGA-83-5908-01",0,0.104825294250239,0.258457754332625,0.0620362060181983,0,0,0,0,0,0,0,0,0.216777425585521,0,0,0,0,0.082201097500936,0,0.0984845846171192,0,0,0,0,0,0,0,0,0,0,"Tumor-only","LUAD"
"423","TCGA-86-6562-01",0.209041180402245,0,0.27351270278494,0,0,0,0.0785360745887844,0,0,0,0,0,0.149554988412695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605790965158536,0,"Tumor-only","LUAD"
"424","TCGA-86-6851-01",0,0,0,0.726845276155397,0,0,0,0,0,0,0,0,0.0746429245362689,0,0,0,0,0,0,0.0765032378701726,0,0,0,0.069934296737138,0,0,0,0,0,0,"Tumor-only","LUAD"
"425","TCGA-86-7701-01",0,0,0,0.244961717666432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339401746962914,0,0.210808035577546,0,0,0,0.204828499793108,0,0,0,0,0,0,"Tumor-only","LUAD"
"428","TCGA-86-7714-01",0.152567797804484,0,0,0.105955456247348,0.432946431586167,0.139381681917096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106706148090223,0,0,0,0,0,0,"Tumor-only","LUAD"
